Attacker,Fast Move,Charged Move,Level,"Arceus (Fairy), Tier 5","Arceus (Fairy), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Tapu Bulu, Tier 5","Tapu Bulu, Tier 5","Tapu Fini, Tier 5","Tapu Fini, Tier 5","Tapu Koko, Tier 5","Tapu Koko, Tier 5","Tapu Lele, Tier 5","Tapu Lele, Tier 5","Xerneas, Tier 5","Xerneas, Tier 5","Zacian (Hero), Tier 5","Zacian (Hero), Tier 5","Mega Audino, Mega Tier","Mega Audino, Mega Tier","Mega Gardevoir, Mega Tier","Mega Gardevoir, Mega Tier","Mega Altaria, Mega Tier","Mega Altaria, Mega Tier","Azumarill, Tier 3","Azumarill, Tier 3","Bellossom, Tier 3","Bellossom, Tier 3","Gardevoir, Tier 3","Gardevoir, Tier 3","Granbull, Tier 3","Granbull, Tier 3","Grotle, Tier 3","Grotle, Tier 3","Kirlia, Tier 3","Kirlia, Tier 3","Ludicolo, Tier 3","Ludicolo, Tier 3","Meganium, Tier 3","Meganium, Tier 3","Mr. Mime, Tier 3","Mr. Mime, Tier 3","Tangela, Tier 3","Tangela, Tier 3","Togekiss, Tier 3","Togekiss, Tier 3","Togetic, Tier 3","Togetic, Tier 3","Wigglytuff, Tier 3","Wigglytuff, Tier 3"
Mega Gengar,Lick,Sludge Wave,50,1.1562135305456416,1.0699589727352954,1.1576361159174833,1.0756146397635225,1.2031002901097598,1.1751185738135226,1.3282757965496272,1.310217528926063,1.2032036469750802,1.1612452622530605,1.232443872463869,1.1622726034307451,1.193967747740845,1.037608790681885,1.178091619616627,1.1851991996138334,1.1308132645541638,1.1324636925344371,1.4355197987591268,1.4926454205414188,1.0215378241026734,0.9483084854993434,1.1929947260420053,1.1870241169174576,1.1698145906386488,1.2109414519992496,1.1482052879837672,1.2084139122196864,1.148530156404542,1.1444392955653524,1.1647460419016524,1.191888046930769,1.176969043751687,1.254320018563331,1.123904362195595,1.1625047215726791,1.1644796428894468,1.1857236169898713,1.1867526686237992,1.2043729835118648,1.1663830626462175,1.104658026393221,1.1616044433517312,1.2150889964262714,1.1679044168792396,1.204150508668423,1.1848032945603875,1.245284690759536,1.4649932775727232,1.5080359796239196
Mega Gengar,Hex,Sludge Wave,50,1.2521098173272085,1.1899957484032915,1.2555137314666964,1.197551290735331,1.2608507383395144,1.2159120255345057,1.3133257945029766,1.3048387227265776,1.2285602103574675,1.2111080324437131,1.2934878727751777,1.2264320970659393,1.3036675856968796,1.1631314670868818,1.2547937471387296,1.2537780513136674,1.202559038603254,1.2244230145683352,1.4328176247636497,1.4693274406390937,1.1468550805826767,1.0953181244810843,1.2448930403218625,1.279127840162008,1.203220839143857,1.2488414030620694,1.1778194976698666,1.2295765141347772,1.2206822798742163,1.2287570133733678,1.237779270694446,1.2471817358498558,1.2077926210760104,1.2562128532123562,1.2375919480871678,1.2683962799252577,1.176812347999479,1.191393164867526,1.2138092145637691,1.2227182506285357,1.2952334456199277,1.2581427897395503,1.1875643993356695,1.2284287682618482,1.2496039059990756,1.2930314766033042,1.2407705423445092,1.3105503411961203,1.478663336202011,1.5020355089987727
Mega Gengar,Sucker Punch,Sludge Wave,50,1.4866617844092962,1.373029517922132,1.3264501943892502,1.2346756632091183,1.305132777659451,1.2756932886892716,1.5012793769466712,1.4980497541976565,1.4385400758726838,1.4143343613218566,1.5481292769834147,1.454880307218979,1.6167298106964958,1.3970022955652812,1.4481680881435073,1.4626025754691012,1.4220549855450373,1.4586955841505584,1.361350841408745,1.4148096187169088,1.3015015306771665,1.2678312892220602,1.5163452941261735,1.520116122326008,1.4514079557872817,1.5041099872321795,1.2383456263216797,1.2860865448878385,1.5085161756268752,1.5044270144843515,1.4253148431522107,1.4566419050230988,1.2192318948330485,1.2912003939972252,1.469117347232323,1.5023687520081141,1.255201234980172,1.275004140681901,1.2881039921533666,1.3067277831507824,1.5721070801770174,1.4917819322341836,1.2924826396812288,1.34346211482879,1.4743686119945612,1.5303260491186053,1.4529416583860124,1.5498196859030722,1.3908409275955365,1.451446896138775
Shadow Beedrill,Poison Jab or Bug Bite,Sludge Bomb,45,1.5612380941348987,1.3874117128700678,1.5704831145361042,1.3856777954089485,1.3966469416057723,1.3950331953858135,1.444004959703411,1.4106857272991395,1.4671259752036967,1.459727679697162,1.6235015549957756,1.4948803140961946,1.7211401727324807,1.5630339973521006,1.5472569340388616,1.4833683626609726,1.4633887874837028,1.4525351170568566,1.4350115531086587,1.4297057496322152,1.6976217812813792,1.4404342423855143,1.5060879324303897,1.4933562209720068,1.4240731739624768,1.4541700364637187,1.4029504377324333,1.4602873449616023,1.7741117037558507,1.6809389680647082,1.4438939162675821,1.4271969123541115,1.3997897418655203,1.4672720522425169,1.650573974476369,1.6808730320644714,1.3973609436810785,1.4021852894278786,1.3896241800016014,1.4381117766885612,1.7822199770036746,1.7131523157161002,1.4086363281692815,1.4582674311079442,1.5149263041419823,1.5019805020588428,1.473268058148226,1.4560251709089733,1.4472016032188109,1.4077992861080515
Overqwil,Poison Jab,Sludge Bomb,45,1.1752198410134502,1.1783289551754716,1.1780087923779663,1.1838381902401232,1.262092519758332,1.2660318874761682,1.3007044883970127,1.2989234617537866,1.2810921851822734,1.2808640774071491,1.2737938767793222,1.2698556392194316,1.2949257555750868,1.3148753299712368,1.31642772283369,1.346105694627984,1.2454108497250724,1.2798901649566352,1.2552693705808944,1.2630234955299329,1.163070786287362,1.1605011834072385,1.2552338908226504,1.2839791360813684,1.292524017852872,1.342064265923901,1.2763707651262814,1.3473762570456933,1.3823181791984014,1.4253076335076964,1.2719736903950292,1.3145347481204264,1.2545777079022018,1.3183844219558742,1.4626704009634128,1.525045984224653,1.2355018656136634,1.2797303969379414,1.2893762406081308,1.3332069575159686,1.3380380415354522,1.4160759155938996,1.2787509959967107,1.346367047300581,1.318624463652758,1.3539936032597861,1.302229278569501,1.3881632866258833,1.2547352512596956,1.3039443027290736
Scolipede,Poison Jab or Bug Bite,Sludge Bomb,30,1.752682774683822,1.5425381474621915,1.7099335943541867,1.5235301576465248,1.5646481090253013,1.5750041414290645,1.603392105183265,1.5783942099091377,1.632021906938042,1.6420715794465872,1.8186871372340367,1.6771213717386095,1.8519714003054484,1.7474902101204979,1.7644108453194878,1.6905387687196227,1.6369282013491302,1.6182480358256337,1.5691850067455884,1.5752581599839304,1.7838931662323532,1.5838896636499287,1.680304386268245,1.6427722755876002,1.618869753511151,1.6706610014828334,1.5573035658002816,1.6329753511471683,2.0123594215654115,1.9445569763817876,1.6302247890366084,1.6171686386786417,1.5443306545941877,1.6153520639866648,1.8655589315800218,1.9324241871971868,1.6084652048323662,1.6159225983960106,1.5852826156305342,1.6271139200231655,1.8729678253572892,1.8700867877390663,1.5641833284995494,1.630712637180093,1.7128630380861836,1.6405053796598021,1.7041424828033922,1.6950706581285764,1.6189524392412993,1.614132121933894
Mega Venusaur,Vine Whip,Sludge Bomb,50,1.2695492578153655,1.2836136770133626,1.3451342986528412,1.3683591128273163,1.4148840915113157,1.5031422300084711,1.5387334044067151,1.6176756440801612,1.0833830573916583,1.1298173806096363,1.2836451443819854,1.3074895400414994,1.3593093931355995,1.3891257059369344,1.3237188587789257,1.332145633347904,1.244269644577972,1.2744205884020183,1.3295659878705295,1.3946830600666658,1.1676189312634182,1.1828254206591067,1.442924841439602,1.506420148300303,1.1921109954116795,1.2376198133028182,1.549802723601513,1.6452161603329503,1.4829518106636805,1.5564228987461337,1.3238658814426132,1.3908030271047627,1.5089014012473423,1.626489115353106,1.5424766263826464,1.655087299492393,1.3098813813061767,1.3681813492454022,1.5241688673234202,1.587227914775643,1.453160002333128,1.5084191845486872,1.4931552472402856,1.5908328552712703,1.4570154828295159,1.5584270865855012,1.5350860234577774,1.673818187923386,1.305271167360268,1.3675596208042828
Skuntank,Poison Jab,Sludge Bomb,45,1.4059622744798228,1.4122206162541417,1.4128126748982806,1.4158924330734768,1.4828187008967493,1.5002420127381502,1.5147861498383788,1.512047963558564,1.443557931427624,1.4780821935462252,1.4900543426121111,1.479445492392023,1.5312733376226961,1.557251327974659,1.5729485405451886,1.589448839932282,1.5015993197664534,1.527199591859872,1.5070134578907164,1.5079719500298994,1.3590554230157053,1.3765085688524656,1.4988402261983398,1.5348912388521117,1.5393430275556799,1.6174825868267,1.5175575090683262,1.6067474132896857,1.6418408456578082,1.6785989493093283,1.5017836393549806,1.5557826453974135,1.4880685517287102,1.576360355923455,1.7111888354752893,1.8175977876227,1.4600930999960713,1.503939117795742,1.533554546193593,1.5902947100383054,1.5889401073354352,1.6864761163353028,1.4982429890092346,1.5838581874078534,1.5199776646192569,1.535855530346692,1.5259069959195755,1.6423884412430063,1.4873870251077412,1.5265254165198265
Shadow Victreebel,Acid,Sludge Bomb,40,1.343203172695053,1.1754419880140152,1.3505689737310849,1.176959510225458,1.1847482831905827,1.1889786254618941,1.228372009156499,1.220869252185891,1.2159616160340434,1.2217572718481926,1.3666471774015612,1.2650585520412094,1.4016741904084873,1.344375546254793,1.3595806983020398,1.309031680993037,1.205990227311377,1.2053620543053116,1.2311992550776103,1.2449331631097837,1.3047317595201962,1.1808479904941025,1.2955276753378793,1.3017060125605926,1.2696075274949683,1.2896627565982406,1.1891923449405097,1.2494015115584625,1.4932987913766043,1.4549840746148293,1.2384212571934516,1.2248831622965712,1.187542868508162,1.2598138173690268,1.4237975473038542,1.4710200180346649,1.2185715917342885,1.2108317646266984,1.1952966411483408,1.2298034574576264,1.4800533443136648,1.4346272712625052,1.2225742460237423,1.2540104295230192,1.3187771699585285,1.2942972336566752,1.2531980529373212,1.2820470647930626,1.2516799163480372,1.2381077112924626
Roserade,Poison Jab,Sludge Bomb,35,1.4057576315302873,1.253868116413952,1.4133936834375749,1.2592042626103543,1.2717058653769124,1.2919699981880761,1.2819324163110128,1.267433478446606,1.295797060545646,1.2888174351664865,1.4095343540420435,1.3143821148378108,1.494052587429858,1.4257244117637213,1.4036167981475474,1.348517531678232,1.289621994218015,1.3027723144946433,1.286996688332816,1.2852001044448287,1.4514824575869583,1.2628886867491123,1.3629566466986514,1.3290702966627255,1.3285577881866384,1.352057385282787,1.2975902568902105,1.3538481251962369,1.5271292447799611,1.5037904008240128,1.3145844581231823,1.3195398987637608,1.265867622615062,1.3211431602176458,1.5028851358408761,1.5418585295955702,1.2863316792516548,1.2937917422319898,1.3007572143694617,1.330278297411422,1.514112103332157,1.5312380708728035,1.272602847957616,1.3093791932667924,1.3749239834164286,1.3318124674248988,1.3183590810898875,1.3439947430800054,1.3095163498048452,1.3090455037070017
Muk (Alola),Poison Jab,Gunk Shot,35,1.5370833188538793,1.5029405947687768,1.5384688472236585,1.5087168055644686,1.6208979591752186,1.604372841608605,1.702079116705628,1.6668985937066816,1.7039708795294535,1.6650619649830938,1.7263610898140298,1.6784176122742713,1.6885045489152852,1.6616521789538805,1.6826939105593244,1.7003371908080818,1.612181440961397,1.6444355762145006,1.6320750192513196,1.612307653811885,1.5134491868066893,1.4947166254453021,1.671360482379762,1.718162335201754,1.659590767430651,1.722335333747889,1.6235754185230697,1.693930052002384,1.8480631879232534,1.8744689027360943,1.630046661526733,1.6638025622152004,1.664461734440188,1.737288787653491,1.847634515707875,1.9778070934653436,1.6274679027331216,1.6693413296096051,1.6471269639884285,1.675961600150994,1.7101211263001845,1.7821141488616474,1.6062258811759362,1.6854017921479392,1.6970040202403172,1.7405174961550964,1.6538023748792101,1.740879361956415,1.623278020148501,1.6739581342474805
Mega Beedrill,Poison Jab or Bug Bite,Sludge Bomb,45,1.0767444524385332,0.9591247373856069,1.0796355904806818,0.9649225772141768,0.9496712930015363,0.9658872598145912,0.9454866787073275,0.9474453754546589,0.9885522974662853,0.9905522141274749,1.112232492070284,1.0167515219564855,1.1145728996199349,1.048743103221905,1.0696610975694136,1.0278860545762054,0.9937044385238933,0.9897659316365287,0.9737069179562083,0.9793516033524596,1.0650185626444164,0.9376505580538095,1.049974841543135,1.037833680858245,0.9880631915136306,1.021359423350762,0.9721026554421709,1.0326724910461764,1.1441044553221598,1.136749404294948,0.9803197088723584,0.993250614272162,0.9614836647424576,1.0204903181811724,1.1163078184552129,1.1690999367894062,0.9870261256891608,0.9921025538664371,0.9798189681022689,1.011271856724044,1.1296969359215654,1.1369462935895,0.9675864924279713,1.0115446958175744,1.070557660093201,1.0325602923857764,1.0139032599868423,1.030460055118688,0.9586802720787823,0.9848350989141375
Mega Venusaur,Vine Whip,Sludge Bomb,30,1.4197030403421185,1.4359787188493316,1.612308460306725,1.6457776576495358,1.6085395930716466,1.660583750156064,1.844927642688599,1.9100345239126097,1.2988760859283277,1.3103920489619807,1.4923304144519647,1.5283204887958124,1.7029219826079434,1.6703431063249539,1.5502592044937784,1.580559798063787,1.4619098690550425,1.5083460121308319,1.492637697617084,1.541802220078167,1.4335805781248576,1.425580026607117,1.7517168006725488,1.8266257229173872,1.3391285870401102,1.4077966494589316,1.725210730486149,1.8306454285932963,1.7263803584289426,1.7495676203458637,1.5019612616819011,1.611985461562023,1.7164104579744188,1.7989840175404537,1.784665400543464,1.894504770311494,1.5555229567829463,1.59635469394397,1.7078488424663254,1.7746999990930097,1.797516980147045,1.775017455146482,1.7488122059345783,1.8613526776301144,1.8064925182244271,1.8669049791102645,1.7435277203970236,1.870460512161058,1.521479729423683,1.606030133266459
Shadow Venusaur,Vine Whip,Sludge Bomb,35,1.6091470679212951,1.4438304011902756,1.8432801295595709,1.6473914746760625,1.5861823491283475,1.6312202283811057,1.737929707522807,1.7910984073693523,1.3014132801683271,1.2915930900956978,1.6238661047370146,1.531490999845148,1.6576769291677598,1.558615819246564,1.684578574926833,1.5748722656184375,1.4624830791905223,1.511546828411088,1.4793623768319066,1.5139360555766348,1.756832589694777,1.446927641025331,1.6826446404204258,1.665887658689814,1.3409247287298043,1.3842670645418855,1.6703551155966776,1.7807530612945937,1.6991703780573486,1.733517539247155,1.5033062607808567,1.5441911214621078,1.633793141985803,1.7703685673560041,1.731828224869163,1.817158291224974,1.5092037938552372,1.550187826639007,1.6594186282090968,1.717608863441725,1.6667967019735144,1.6799992319158044,1.7010496754330735,1.803906220990139,1.6617071949544093,1.6840693730258607,1.699731091193322,1.798846947392247,1.489127012447262,1.5265082928348979
Shadow Weezing,Acid,Sludge Bomb,45,1.464048566877273,1.3552202614538915,1.4790547023754939,1.3614061507762751,1.3947110986207991,1.4040629865920229,1.370708351800584,1.3713375667093968,1.355800016066348,1.3695842553226223,1.3974395667537514,1.3796806473202186,1.6150580963508308,1.5202434873038817,1.5167052359319488,1.4423955619519824,1.393123292330367,1.4161892409727341,1.387296855232934,1.3984274427011145,1.4719234313243312,1.3020026640475133,1.417056481253326,1.4095542501226863,1.3777741125996683,1.432696401829441,1.3853064488621125,1.4515301802456027,1.609541355396838,1.6120734398754708,1.3886553933271637,1.4205296087527755,1.3655011862536643,1.4358368889372968,1.6016804074721296,1.6581795101371195,1.3733787806925442,1.3790203537004888,1.3525020603422224,1.3887945204884902,1.613886240378013,1.6141952065771108,1.3952836989587982,1.4460473632321282,1.4285263328625637,1.4255250321023016,1.3596177260307707,1.435144133130535,1.3549275889078292,1.3951958673367366
Vileplume,Acid,Sludge Bomb,30,1.7381476767018933,1.564044705689546,1.7487518295231135,1.574532281243919,1.563637025530622,1.585650785897982,1.5914081044642538,1.585299473053541,1.5567371910610963,1.5520985700520695,1.7644746191197371,1.6615915871479054,1.8578186279732083,1.7568041382767379,1.7948433642204638,1.7045205042860458,1.6067108667309111,1.6271347882773088,1.6019249543362792,1.6121411475632281,1.8763872641377326,1.5895537703041192,1.6998645377573567,1.6713456564907785,1.641562457455929,1.6709543118071066,1.5788328179699604,1.6545204227928214,1.9355196892089193,1.9191508377264053,1.63775342957594,1.6532983132426111,1.6019124019150541,1.6846611008244583,1.8560331648086732,1.9457018327423319,1.640075264589342,1.6416750629851182,1.6196721492088957,1.661773464016334,1.9037746429419127,1.891271762626178,1.6097490636281386,1.6537693782804914,1.674641970385747,1.642550951785965,1.662250196808041,1.702142378336565,1.6115215885476795,1.6320523344001574
Shadow Venomoth,Bug Bite,Poison Fang,35,2.8175871952718468,2.497111188048852,2.1267110460614003,1.9037784824511161,1.9116448182009735,1.8925905678364008,2.518143217644035,2.4941797020156744,2.6108855092280545,2.595798607039036,2.834834151932137,2.5653587654297496,2.5852435901189366,2.3981917090045957,2.776866100253148,2.6051957669707604,2.572172870018707,2.582669644577972,2.606038261066198,2.6288166402452555,2.555980127848428,2.0908997974409322,2.7792185762591135,2.767581827104458,2.627800733689753,2.744585818520331,1.962292245081951,2.0439085375150587,2.867005534675898,2.6608139414683185,2.5530519900752964,2.545965283584856,1.9123733123706605,1.995086589414166,2.7256380696015037,2.817526373530497,1.9040882903552616,1.8922916288049256,1.8852241231116171,1.936616244505406,2.700375263992848,2.602551367796251,1.9145534196936707,1.970824718810356,2.7454976962631834,2.755193969703633,2.841899094993925,2.8803525257964666,2.65043582540028,2.567658054373776
Scolipede,Poison Jab or Bug Bite,Sludge Bomb,45,1.4185308695523466,1.3609519801243217,1.4154814086730105,1.3619566206671463,1.377525320197585,1.3915375651566282,1.3859335102077404,1.3815451066985875,1.4304300497412414,1.4385872868792493,1.5638605066834503,1.438886425190049,1.6216536688423255,1.526981566243634,1.5287157861992005,1.496270436825564,1.4131546284224252,1.4167205940706311,1.4007803860581756,1.404087110570575,1.6172972114231723,1.38784692853057,1.4812674892688311,1.4449285727597068,1.4612510440545008,1.5175529202250375,1.4057078778579768,1.4698994092254363,1.6116310551886872,1.6207423564254637,1.381590167215962,1.4161749316820882,1.4010965624689231,1.4805666362013366,1.624592732795117,1.6708014296632117,1.3750111984344688,1.4059520369701557,1.410438282685908,1.4682538975954689,1.63642821213677,1.6508263257681854,1.4052603675671573,1.4749965770919857,1.4868593723655437,1.4592155562977889,1.473128240492586,1.5127667945970753,1.3733803755942195,1.410863376194101
Skuntank,Poison Jab,Sludge Bomb,40,1.4438328037070833,1.4450673541296903,1.447800761384421,1.4459540333984422,1.5168292711597506,1.5407933740449142,1.5943389402482944,1.590791465843243,1.552318687611342,1.5927131379338935,1.579461069285541,1.5767007268414635,1.5758301412402556,1.5964014411960852,1.640255834112883,1.6288712536818384,1.5477773368856642,1.5629921206280826,1.5351040505734155,1.5355169953375933,1.4037589381004034,1.42157019519183,1.591003418651217,1.5668121232702266,1.575014074038642,1.6454872009036823,1.5411847250755868,1.627707766970983,1.7652754443432008,1.7861424657932183,1.5392540694810855,1.5856773519327956,1.5215171923909288,1.609432160970597,1.7903494670755953,1.8993305971397487,1.5583480637301168,1.6052241009258,1.5585628523872397,1.6177282411529925,1.6175392603637948,1.714304442009932,1.5355805767268755,1.6129634073548438,1.6444129173379356,1.6392201336404555,1.5830836182334411,1.67395701065686,1.5705778359860316,1.5902661241588683
