Attacker,Fast Move,Fast Type,Charged Move,Charged Type,Level,Landorus (Therian),Landorus,Arceus,Arceus (Bug),Arceus (Dark),Arceus (Dragon),Arceus (Electric),Arceus (Fairy),Arceus (Fighting),Arceus (Fire),Arceus (Flying),Arceus (Ghost),Arceus (Grass),Arceus (Ground),Arceus (Ice),Arceus (Poison),Arceus (Psychic),Arceus (Rock),Arceus (Steel),Arceus (Water),Articuno (Galarian),Shadow Articuno,Articuno,Shadow Azelf,Azelf,Calyrex,Calyrex (Ice Rider),Calyrex (Shadow Rider),Celebi,Shadow Celebi,Chien-Pao,Chi-Yu,Shadow Cobalion,Cobalion,Cosmoem,Cosmog,Shadow Cresselia,Cresselia,Shadow Darkrai,Darkrai,Dialga (Origin),Shadow Dialga,Dialga,Diancie,Shadow Entei,Entei,Eternatus,Eternatus (Eternamax),Glastrier,Shadow Groudon,Groudon,Shadow Heatran,Heatran,Shadow Ho-Oh,Ho-Oh,Jirachi,Shadow Jirachi,Keldeo,Koraidon,Kubfu,Shadow Kyogre,Kyogre,Kyurem (Black),Kyurem (White),Kyurem,Shadow Latias,Latias,Shadow Latios,Latios,Shadow Lugia,Lugia,Lunala,Magearna,Manaphy,Shadow Manaphy,Marshadow,Melmetal,Shadow Melmetal,Meloetta (Aria),Meloetta (Pirouette),Meltan,Shadow Meltan,Shadow Mesprit,Mesprit,Mew,Shadow Mewtwo,Mewtwo,Mewtwo (Armored),Miraidon,Moltres (Galarian),Shadow Moltres,Moltres,Necrozma,Necrozma (Dawn Wings),Necrozma (Dusk Mane),Necrozma (Ultra),Palkia (Origin),Shadow Palkia,Palkia,Phione,Shadow Phione,Shadow Raikou,Raikou,Shadow Rayquaza,Rayquaza,Shadow Regice,Regice,Shadow Regigigas,Regigigas,Shadow Regirock,Regirock,Shadow Registeel,Registeel,Shadow Reshiram,Reshiram,Shaymin (Land),Shaymin (Sky),Solgaleo,Spectrier,Shadow Suicune,Suicune,Shadow Terrakion,Terrakion,Ting-Lu,Urshifu (Rapid Strike),Urshifu (Single Strike),Shadow Uxie,Uxie,Victini,Shadow Victini,Shadow Virizion,Virizion,Volcanion,Wo-Chien,Zacian (Crowned Sword),Zacian (Hero),Zamazenta (Crowned Shield),Zamazenta (Hero),Zapdos (Galarian),Shadow Zapdos,Zapdos,Zarude,Shadow Zekrom,Zekrom,Zeraora,Zygarde,Zygarde (Complete),Zygarde (Fifty Percent),Zygarde (Ten Percent),Deoxys,Deoxys (Attack),Deoxys (Defense),Deoxys (Speed),Genesect,Genesect (Burn),Genesect (Chill),Genesect (Douse),Genesect (Shock),Giratina (Altered),Giratina (Origin),Regidrago,Regieleki,Tapu Bulu,Tapu Fini,Tapu Koko,Tapu Lele,Thundurus,Thundurus (Therian),Tornadus,Tornadus (Therian),Xerneas,Yveltal,Blacephalon,Naganadel,Poipole,Stakataka,Buzzwole,Celesteela,Guzzlord,Kartana,Nihilego,Pheromosa,Xurkitree,Hoopa (Confined),Hoopa (Unbound),Mega Steelix,Mega Audino,Mega Camerupt,Mega Gallade,Mega Garchomp,Mega Heracross,Mega Lucario,Mega Mawile,Mega Metagross,Mega Sableye,Mega Sharpedo,Mega Tyranitar,Mega Abomasnow,Mega Absol,Mega Aerodactyl,Mega Aggron,Mega Alakazam,Mega Altaria,Mega Ampharos,Mega Banette,Mega Beedrill,Mega Blastoise,Mega Blaziken,Mega Charizard X,Mega Charizard Y,Mega Gardevoir,Mega Gengar,Mega Glalie,Mega Gyarados,Mega Houndoom,Mega Kangaskhan,Mega Lopunny,Mega Manectric,Mega Medicham,Mega Pidgeot,Mega Pinsir,Mega Salamence,Mega Sceptile,Mega Scizor,Mega Slowbro,Mega Swampert,Mega Venusaur,Mega Diancie,Primal Groudon,Primal Kyogre,Mega Mewtwo X,Mega Mewtwo Y,Mega Rayquaza,Mega Latias,Mega Latios
Shadow Pinsir,Bug Bite,Bug,Frustration,Normal,40,,,,,,,,,,,,,,,,,5.386668,,,,,,,5.5711837,,2.1540945,,,2.825189,4.8182683,,,,,4.4894257,1.2893449,7.7372503,4.9941764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6720357,4.546865,,,7.433265,4.4917316,4.437131,6.8071423,4.096254,6.06999,,,,,4.4141994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.74975,4.999362,,,,,,3.0588498,,,,,,,,2.8344047,,,,,,,,2.793703,1.4444166,5.9742,4.4199467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3641834,,,,,,,,,,,,,,,,,2.9252439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alakazam,Confusion,Psychic,Return,Normal,40,,,,,,,,,,,,,,,,3.854737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7351543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1087058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rampardos,Smack Down,Rock,Flamethrower,Fire,40,,,,3.1027148,,,,,,4.0166607,3.786612,,,,3.1092267,,,,,,3.0547755,3.7020054,2.210784,,,,,,,,,3.5058494,,,,,,,,,,,,,4.886904,2.850814,,,2.8462067,,,,,4.1244507,2.5187173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3892977,3.049834,1.8463445,,,,,,,,,,,,,,,,,,,,,,5.927434,3.5256097,,,,,,,,,,,,,,3.5142143,5.6780868,,,3.8146784,,,,,,,4.956707,2.9726272,,,,,,,,,,,,,,,,,,,,,,,,,,2.6182787,2.754984,2.704943,3.0219486,,3.052087,2.694775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1501131,,,2.1004548,1.3466179,,,1.3212905,,1.9830807,,,,,1.6123847,1.4791695,,,,,,,,,,,,,,
Shadow Magnezone,Spark or Volt Switch,Electric,Zap Cannon,Electric,40,,,,,,,,,,,2.959686,,,,,,,,,2.968225,2.3936229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8382697,3.0074039,,,,,,,,6.0624743,3.6259036,,,2.6544049,4.3985734,,,,,,,,,,,,,,,2.7514386,,,,,,,,,,2.0293407,3.2723615,,,,,,,,,,,,,,,,,,,4.775365,2.9230542,,,,,,,,,,,,,,,,,,2.9001539,,,,,,,,,,,,,,,,,,,,,,,,,3.2281625,,,,,2.1840346,2.8433936,,2.6569977,,,,,,2.383022,,,,,,,,,,,,,,,,,,1.1975182,,,,1.9509611,,,,,,,1.801522,,,,,,,2.002681,,,,,,1.2449868,,,,,1.877862,,,7.3163853,,6.1883907,,,,,
Tapu Lele,Confusion,Psychic,Psyshock,Psychic,40,,,,,,,,,,,,,,,,3.091954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8199694,1.4365335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Rhydon,Mud-Slap,Ground,Breaking Swipe,Dragon,40,,,,,,,3.718604,,,,,,,,,,,,,,,,,,,,,,,,,3.3810792,,,,,,,,,,,,,4.4960012,2.6843731,,,,,,4.0905943,2.483076,,,,,,,,,,,,,,,,,,,,3.766906,,,,,5.441373,,,1.748044,,,,,,,,2.9049532,,,,,,,,,,,,,4.7132115,2.8763745,,,,,,,,,,,4.5753694,2.7335706,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6252003,,2.5943978,,,,,,,,,,,,,,,,,1.9293851,,,3.1671839,,,,,,,,2.4717765,,1.9460012,3.339954,,,,,2.2489603,,,,,,,,,,,,,,,,,,,,3.3595295,,,,,,,,,,,,,,1.8271822,,,1.6189343,,,,,,,,,,,,,,,,,
Samurott (Hisuian),Fury Cutter or Snarl or Waterfall,Bug or Dark or Water,Razor Shell,Water,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9139767,,,,,,,4.000355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.699583,5.8223,,,1.1528305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1746244,,,,,,
Hariyama,Counter,Fighting,Return,Normal,40,,,4.19977,,4.1621666,,,,,,,,,,,,,,,,,,,,,,,,,,2.285433,,,,,,,,5.8122773,3.484862,4.794834,7.4360094,4.5152287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5076795,3.9973228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7353103,,,,,,,,,,,,,,,,,,,,,2.134291,,1.4699854,,,,,,,,,,,,,,,,,2.2222364,,,,,,,,,,,,,,,,,,,
Darkrai,Snarl,Dark,Dark Pulse,Dark,40,,,,,,,,,,,,2.7959664,,,,,2.795775,,,,2.319947,,,2.9523232,1.8235292,,2.8507104,1.4643768,,,,,,,,,4.6447954,2.906253,,,,,,,,,,,,,,,,,,,3.9858541,,,,,,,,,4.7171764,2.884234,,2.4716935,5.7738676,3.5158126,1.4572864,,,,,,,2.6715646,2.667137,,,3.9567323,2.445138,2.4658005,3.794599,2.3278801,3.1842465,,,,,2.252311,1.603991,,,,,,,,,,,,,,,,,,,,,,,,2.276891,1.770334,,,,,,,,4.7467604,2.9414124,2.491501,4.3016143,,,,,,,,,,,,,,,,,,,,1.4798583,0.75925744,3.5501113,2.4922743,,,,,,2.5117517,2.1993635,,,,,,,,,,,,,1.9920158,,,,,,,,,,,2.3379974,,,,,,,,,,2.0149207,,,,,,,,1.5822423,,,1.2027065,,,,,,,1.5839865,,,,,,,,,,,,,1.7893103,,,,,,,4.509562,,5.2284436,
Shadow Groudon,Dragon Tail or Mud Shot,Dragon or Ground,Fire Blast,Fire,40,,,,,,3.9373386,4.1124473,,,4.9452987,,,,,,4.125307,,4.953292,3.2632184,,,,,,,,,,,,,4.8875813,4.8718376,2.8808541,,,,,,,3.987197,6.8248763,3.6038847,5.5069137,6.0442553,3.754535,3.303978,8.0388365,,,,4.658437,2.8419771,,,2.7745025,4.618833,,,,,,,,2.7630622,6.3946285,,,,,,,2.8419814,,,,2.3933253,4.0412188,,,1.2939703,1.9447001,,,,,,,3.6394036,,,,,,2.8262148,,3.9846454,,,,,4.987098,3.217638,,,,,,,9.05939,5.4597535,5.5073576,3.475281,5.9963994,3.4858222,,,3.0087857,,,,6.3821216,4.210998,,,,,,4.3981915,7.2850447,,,4.669772,,3.2859685,,3.7682536,,,,,,5.6156244,3.4277575,2.7874753,,,,,,,,,,,,,,3.417984,3.1301632,1.8097365,2.1845531,,,3.094999,,,,,,,,3.50613,2.741821,2.1264138,3.7175121,,,,,2.8918853,,2.5441642,,,2.4854455,,,,,,1.5812624,1.6203322,2.324845,2.335959,,,,,,2.4891088,,,2.006635,,,,2.5360317,2.1087584,,,2.1905007,,,2.5969932,,,1.8042794,,,,,,,,,,7.494744,,,,,,7.1502275,
Feraligatr,Waterfall,Water,Ice Beam,Ice,40,,,,,,,,,,,,,,4.125105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.009201,,,,,6.99998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6397274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8544087,,,,,,
Avalugg,Ice Fang,Ice,Body Slam,Normal,40,4.209189,4.3601427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.616933,3.9224548,,,,,,,,,,,,3.893757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.134402,4.613778,5.134402,3.9108322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1222773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5137768,2.5302835,,,,,,,,,,7.426314,,
Shadow Manectric,Thunder Fang,Electric,Thunder,Electric,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.429049,,,,,,,,,,,,,3.1227539,5.1500535,,,,,,,,,,,,,,,3.3342626,,,,,,,,,,2.4191942,3.8322744,,,,,,,,,,,,,,,,,,,6.047789,3.5216246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6896036,3.0471663,,,,,,,,2.9684103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5757693,,,,,,,,,,,,,,,
Azelf,Confusion,Psychic,Fire Blast,Fire,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9243493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Golurk,Astonish or Mud-Slap,Ghost or Ground,Shadow Punch,Ghost,40,,,,,,,4.2196994,,,4.2233524,,,,,,4.228135,,,,,,,,,,,,,,,,,6.072412,,3.462507,1.0082316,,,,,4.1527514,6.4708233,3.9446347,,,,,,,,,4.277358,2.5925303,,,,,,,,,,,,,,,,,,,,3.44609,,,,3.2113364,5.2006016,,,,,,,,,,,,,,,2.826909,2.045556,2.830672,,,,,,,5.9212933,3.2754667,,,,,9.630747,5.817013,7.7225475,4.6388083,,4.347043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9131396,,,,,1.9454235,,,,,,,,,,,,2.1629047,,,3.1478467,,,,,,,,,,2.1510162,3.269581,,,,,2.370927,,,,,,,,,,,,2.1536188,,,,,,,,3.274169,,,,,,,,,,,,,,,,,1.912669,,,,,,,,,,,,,,,,,
Latios,Dragon Breath or Zen Headbutt,Dragon or Psychic,Return,Normal,40,,,,,,3.6202917,,,3.9768667,,,,,,,3.9814005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6141315,,,,,,,,,,,,1.8803862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.705537,5.6825547,3.3125353,,,,,,,,,,,,,,,5.686384,,,,,,,,5.874592,,,2.9193408,,,,,,,,,,,,,3.9510925,,,,,,3.232315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.206686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8689073,,,,1.7098161,1.9144711,,,,,,,,2.0873244,,,,,,,,,,,,,,,,,6.610493,5.523131
Venusaur,Razor Leaf,Grass,Petal Blizzard,Grass,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4028211,,,,,,,,,
Shadow Politoed,Bubble,Water,Scald,Water,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3617724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.063294,,,,,,
Archeops,Wing Attack,Flying,Dragon Claw,Dragon,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.345166,3.8397093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3988972,,,,,,,,,,,,,,
Samurott,Waterfall,Water,Razor Shell,Water,40,,,,,,,,,,,,,,3.5837982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5363684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9553146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1483912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.302555,,,,,,
Shadow Tyranitar,Bite or Iron Tail or Smack Down,Dark or Rock or Steel,Brutal Swing,Dark,40,,,3.4780989,2.8511484,,,3.4724708,3.8164976,,2.8543017,2.8510206,2.2017663,,,2.8543713,,2.2101738,,,,1.8566517,3.6046753,2.155024,2.354123,1.460181,1.5306258,2.3038695,1.1682051,2.018295,3.4597027,,3.2636676,,,2.7169425,0.78321517,3.9472141,2.4798727,,,,,,,3.5693164,2.1775103,,,2.8023407,,,,,3.8206801,2.3549702,2.0261483,3.3311281,,,,,,2.460892,,2.2030883,3.7919877,2.250306,3.4869766,2.1677084,4.5558815,2.8179257,1.1530365,,,,,,,2.1476858,2.3621643,,,3.19111,1.9373689,2.0287962,3.046207,1.8672218,2.5545924,,3.3683832,2.7839897,1.6745704,1.8663172,1.313749,2.1155322,1.8863329,,,,,,,,,,,,,,,,,,4.440776,2.6643176,,,2.0309432,1.4778657,,,,,,,,3.9849737,2.4719489,2.1401472,3.3953753,,,2.8561366,,,,,,,3.8340452,2.3145697,,,,,,,,,1.1815194,0.5624291,2.948856,2.051866,,,,,,2.1082337,1.7673837,,,,,,,2.1124482,2.2721128,2.122403,2.4452136,,2.8502154,1.4743929,,,,,,,,,,2.311126,1.9110892,,,,,,,,,,1.8071252,1.904711,,,,,1.6276822,,1.2640096,,,0.9639503,1.149489,,,1.5743312,1.2047641,1.924883,1.2660011,1.3111461,,1.7432315,,,,,1.3258706,1.5440571,,,,1.4971046,,,,,,,3.6156967,,4.3179636,3.6818137
Shadow Scyther,Air Slash or Fury Cutter or Steel Wing,Bug or Flying or Steel,Bug Buzz,Bug,40,,,,,3.1843112,,,,,,,,,,,,,,,,,,,,,1.321937,,,1.7489619,2.9314837,,,,,3.426689,0.9657569,5.2402406,,4.3773465,2.719233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2229562,3.1929722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8351452,,,,,,,,1.7639055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3832197,,,,,1.205621,,,3.5314221,,,,,,1.6626256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incineroar,Fire Fang or Snarl,Dark or Fire,Fire Blast,Fire,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9537992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7521253,,,,4.826599,,,,,,,,,,,,,,1.0731145,,,,,,,2.05937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Ampharos,Volt Switch,Electric,Zap Cannon,Electric,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5033149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3741775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gogoat,Vine Whip,Grass,Leaf Blade,Grass,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1820636,,,,,,,,,
Genesect (Douse),Fury Cutter or Metal Claw,Bug or Steel,X-Scissor,Bug,40,,,,,3.1347399,,,4.4720745,,,,,,,,,3.1314192,,,,,,,,,1.4435414,,,1.8139915,2.938634,,,,,,,5.236984,,,,,,,3.7095225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0471835,3.1113098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1109407,,4.632401,,,,,,1.8747271,,,,,,,,,,,,,,,,,,,,,,,,3.5116694,,,,,3.721197,,,,,,,,,,,,,,3.1122372,,2.6028109,,,,,,,,,,,,,,,,2.718693,,,,,,,,2.4008896,,,,,,,,,,,,,,,,,4.843428,,,,,,,
Espeon,Confusion,Psychic,Psychic,Psychic,40,,,,,,,,,2.9368079,,,,,,,2.9338129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3556771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.835969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6081803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donphan,Mud-Slap,Ground,Body Slam,Normal,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8344893,3.0135975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5923705,4.0275025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5700858,,,,,,,,,,,,,,,,,2.7208834,,,,,,,,,,,,,,,,,,,2.7935908,,3.3560097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Beedrill,Poison Jab,Poison,Frustration,Normal,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1743543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zapdos (Galarian),Counter,Fighting,Brave Bird,Flying,40,,,3.263414,,3.253977,,,,,,,,,,,,,,,,,,,,,,,,,,1.9127697,,,,,,,,4.5778294,2.7200708,3.719842,5.888501,3.4856493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4552307,3.2032394,,,,,,,,,,,,,,,2.5504398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2752523,,,,,,,,,,,,,,,,,,,,,1.834198,,1.116262,,,,,,,,,,,,,,,,,1.6405298,1.489182,,,,,,,,,,,,,,,,,,
Shadow Steelix,Iron Tail,Steel,Earthquake,Ground,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4606853,,,,,,,
Shadow Regigigas,Hidden Power Bug or Hidden Power Ice or Hidden Power Rock or Hidden Power Water,Bug or Ice or Rock or Water,Frustration,Normal,40,2.6250587,2.6102023,,,,,,,,,,,,,,,,,,,,5.049606,,,,,,,2.8768375,4.7221394,,,,,,,,,,,,,,,,,,,,,,,,5.5054307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.120296,2.5046453,,,,,,,,,,,,3.9239805,2.3871276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0404096,,3.0404096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.768127,,,1.5698526,,1.883532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0767753,,,,,,,,,,,4.640339,,
Excadrill,Metal Claw or Mud-Slap,Ground or Steel,Earthquake,Ground,40,,,,,,,2.9413166,3.609765,,2.9383307,,,,,,2.9385543,,2.8651211,2.9978302,,,,,,,,,,,,,,4.8118834,2.8472106,,,,,,,2.8195994,4.4145384,2.692917,2.5761678,,,,,,,,3.168601,1.9941014,,,2.6154432,4.301111,,,,,,,,,,,,,,,,2.6849496,,,,2.3952901,3.8592587,,,1.2428243,1.8938861,,,,,,,2.8438659,,,,,,,,,,,,,4.0693407,2.4048455,,,,,,,6.455209,3.634034,,,5.1233654,,,,,,,,,,,,,,,,,,,,,3.5301685,3.7195141,3.690546,,,,,,4.3728843,2.6863537,2.1285262,,,,,,,,,,,,,,,,,1.6167828,,,2.2974515,,,,,,2.984579,,,2.0338078,1.5896542,2.25039,,,,,1.5717845,,1.9646323,,,,2.1125546,,,,,,1.5771594,,,,,,,,2.343247,,2.0906687,1.6574075,,,,,,,2.2855065,1.775651,,,,,,1.516133,,,,,,,,,,3.4951801,,,,,,,
