Attacker,Fast Move,Charged Move,Level,Arceus (Fire),Arceus (Fire),Arceus (Fire),Victini,Victini,Victini,Volcanion,Volcanion,Volcanion,Entei,Entei,Entei,Reshiram,Reshiram,Reshiram,Blacephalon,Blacephalon,Blacephalon,Mega Charizard X,Mega Charizard X,Mega Charizard X,Mega Houndoom,Mega Houndoom,Mega Houndoom,Arcanine,Arcanine,Arcanine,Flareon,Flareon,Flareon,Lampent,Lampent,Lampent,Magmar,Magmar,Magmar,Marowak (Alola),Marowak (Alola),Marowak (Alola),Ninetales,Ninetales,Ninetales,Torracat,Torracat,Torracat,Typhlosion,Typhlosion,Typhlosion
Donphan,Mud-Slap,Earthquake,35,1.5240113975512293,1.4506872925012857,1.285052849430165,1.552559019372789,1.4876096249936523,1.2811731047706398,1.640917147741698,1.4337647241331422,1.4524242158017917,1.493590880329572,1.493065695431422,1.2919998603507905,1.5234300285856568,1.4490200667286548,1.4253062170383886,1.7549049095411717,1.470266375956947,1.490274769452252,1.5634723027533937,1.496237351872852,1.488280969448619,1.5115311454885791,1.4906434077413078,1.3955939613228499,1.433622458279567,1.4555029284716816,1.2104332282407906,1.5918075428799607,1.4694521949157262,1.3959979614226716,1.4740194418946675,1.4846804238079039,1.2606037870641913,1.4356143126101073,1.4723687738301845,1.2522100536034069,1.4303018194956687,1.4757579862932173,1.2015923189176982,1.416006822146754,1.446707983893488,1.2385175179200096,1.464108927805191,1.5183385459248286,1.2355916594917047,1.5375636435605105,1.4959584497425387,1.3622557494386767
Lycanroc (Midday),Rock Throw,Stone Edge,45,1.3560964700121736,1.308068634369369,1.3561849124343779,1.4502967319094717,1.2936745666936995,1.4705519163503014,1.4062179025135926,1.2871964528792135,1.5978841101051555,1.290928831704525,1.2752188727250378,1.3125606096322753,1.4123113700755963,1.270988207710457,1.4234493701571083,1.3415370805090545,1.2907284681644828,1.484387507995376,1.2976171461140058,1.2851276704609786,1.3176312014022802,1.3280926953390366,1.3057893594346346,1.3412164099282264,1.2959553114332694,1.3047430284893988,1.3199161113504643,1.2653948046197971,1.2815523280158954,1.3525662814534198,1.31782450150168,1.3209813726496495,1.3111026248674453,1.2698285865966872,1.3171543850801288,1.2932955757213733,1.2996064085009191,1.3271888414407662,1.3158688662586686,1.2876468971270387,1.3003091012274788,1.2817901201710014,1.2826587678512746,1.3303553490741074,1.2914038882937335,1.3338045622109205,1.3169015220770783,1.3526394265049966
Landorus (Therian),Mud Shot,Bulldoze or Earthquake,40,1.1982678331352417,1.1152401372721272,1.0151617335731333,1.190385326370476,1.1354075937669756,1.0369229828154791,1.3188574757253393,1.1228543080852804,1.1200229687543073,1.1982101818700124,1.1687796303739337,1.0309227783152477,1.1898018331589417,1.119895941131782,1.1675108938144927,1.4359084111043,1.1618052978063165,1.2249404580927912,1.2111127071367453,1.1587694982090095,1.1617751577477586,1.2332253439330134,1.1901143920868114,1.0558984258775475,1.1368431339429212,1.1808436976220777,0.949395723615928,1.2059611125407748,1.1404536913396568,1.1048848898582793,1.1242730369794498,1.1565160592401982,0.9658480686677887,1.1317584212684169,1.1595610348113572,0.9702776765401148,1.1388502625087304,1.193233577127742,0.9439492044284699,1.1345854887981344,1.1618918190744407,0.9364609786144589,1.1641857988274444,1.1923422690480063,0.9698356832494838,1.1634322911490906,1.1487521752351675,0.9991684091015645
Rhyperior,Smack Down or Mud-Slap,Rock Wrecker or Earthquake,45,1.0408496826153883,1.0722306042972514,0.9625308680149337,1.0470430490175107,1.0650403798537769,0.9886249882661439,1.1663064765587516,1.0742112780270812,1.086757549411808,1.0330296924803228,1.0693849981548413,0.9493024897088054,1.0255771390935362,1.024208850129805,0.9782308582517713,1.0194219297472737,1.0530284015117342,0.9856188179198485,1.03236777144375,1.065168858538922,0.9844802608875534,1.0219729393260264,1.052950265278555,0.9638410969471305,1.0388668647864605,1.099880865954475,0.9504218546234257,1.058226124141189,1.0969924655206118,0.98550173355311,1.0677192616861675,1.1001602404170985,1.0100176233851428,1.0483074496059674,1.1091624714405175,0.963182209638109,1.063828599166908,1.1191596322458548,0.9736674920922191,1.0643129823607433,1.1051714776832107,1.02688642921818,1.0668788369737665,1.1079496198853425,0.9865104998730722,1.1432673377292757,1.1085253859055377,1.0630105397875818
Rampardos,Smack Down,Rock Slide,45,1.0223459437204612,1.0120558288554415,1.020783418570706,1.1231950540065156,1.0136469555836998,1.13206724384415,1.057138839208541,0.9977681741644592,1.196989702199109,0.9854186605390286,0.9965492218740288,0.9991958629210286,1.0676811211183397,1.0111892134628355,1.105242331496421,1.0234236084463348,1.0022311011554441,1.1581117450991754,1.013384771717817,1.0247144392527605,1.0479069388948492,1.0296395628262942,1.0203450099148617,1.0312187077131973,1.0024620505822353,1.018812983042805,1.0108542194188572,1.0005384709548042,1.0111051543123346,1.0467021494965338,1.0272701419091823,1.0314052853084268,1.028185194830422,0.9911787151347456,1.0256343482767374,0.9982107705209238,0.9977710612635144,1.0329567195629907,1.0082464868028869,1.0318931812108163,1.031008311215678,1.027918950428882,0.982245212894351,1.0224255481316264,0.9919036142237534,1.0477970759542552,1.0167165786233507,1.0577544248223096
Tyrantrum,Rock Throw or Dragon Tail,Meteor Beam,50,1.08462749559694,1.0736021395611257,1.082784479202053,1.0741908159685087,1.0495120158534015,1.0861020745457652,1.0043028406839303,0.9789059758996711,1.006560048530755,1.0130571433600117,1.0395668912499094,1.020240767932156,1.157908548213617,1.0130327551356588,1.1579775485578252,1.0397731393318963,1.022058188616344,1.033166812486575,1.0434891417085503,1.0510758283280148,1.0535295319506195,1.044942065413102,1.0490475880329866,1.0525236547773302,1.0342736413901412,1.0816047333141554,1.036251902543343,1.0527325811464394,1.0823044238077408,1.0554418521421531,1.0616707258807694,1.1094926464473733,1.0741998788723672,1.0559356786796645,1.1175981470723435,1.0549978505324837,1.061637861726611,1.1100310696374185,1.0680746254163183,1.0400144621212803,1.0919558067273158,1.052422050449273,1.0393980298485088,1.0861273542792227,1.043269128434607,1.0412105288838183,1.0578281803110243,1.0389492058803493
Rhyperior,Smack Down or Mud-Slap,Rock Wrecker or Earthquake,35,1.1294365438327931,1.1596886386220604,1.0575639026150663,1.1472837469549684,1.1704413295651626,1.0632765023567738,1.2627651966928946,1.1504388750710075,1.189064136410705,1.10770122109384,1.1365176046005758,1.045844527150374,1.1181337713127848,1.1344334453165037,1.0700001022400227,1.1584908223953738,1.1467393005244615,1.0908582669455784,1.1378421517553903,1.1550591632724136,1.088851366361615,1.1175442785196572,1.154239303167276,1.0694687390716524,1.122594602981629,1.1752295896621623,1.0242444290987234,1.137401809316494,1.1817116655904631,1.060934172450811,1.1816166982490293,1.2096416354187578,1.0914262302410496,1.13236350782423,1.1915018881606696,1.0293904879826694,1.155990210791264,1.2109232808825974,1.0439096331741633,1.1930793781560822,1.1903597868952653,1.0717833586243022,1.1333557475005729,1.2107552669602557,1.0238968736879535,1.2274789270458304,1.1938827501867895,1.128713378595483
Rampardos,Smack Down,Rock Slide,35,1.1464190137653345,1.119468091685311,1.1486426544925616,1.211106498786604,1.1074807757117644,1.2167805395727183,1.3040723449356795,1.0874125887873458,1.3340665428962328,1.0717331245904655,1.0877329999448904,1.115975494449088,1.1601072689248266,1.0868815639903728,1.2374519862878854,1.2856679245178673,1.1212207746927192,1.3726092269877395,1.1035887963459434,1.106159149624802,1.226246268206304,1.1102094914187934,1.1071163323726905,1.148693874823484,1.0898141178807421,1.097453047271515,1.0987193063338483,1.121614687883483,1.087162371418375,1.1947545615900788,1.096357036220904,1.0950297104985773,1.0961942997934349,1.067249749475912,1.0963383202231796,1.0943606025257124,1.0920836337207962,1.1170838221955268,1.105228199015363,1.098278685459235,1.0904242495215462,1.104733410257187,1.072069023825636,1.1152844382584453,1.0833355118932466,1.1387019087669954,1.0966074622540702,1.1799269769960417
Landorus,Mud Shot or Rock Throw,Earth Power,30,1.3402967904041667,1.2917319042483708,1.1184873041919507,1.3412302505736127,1.3342300435960845,1.1475143364639007,1.470595070988156,1.278975520863118,1.2443928581398518,1.327231451541003,1.3157914691067962,1.2143011177418837,1.5593456881297418,1.3197131415730667,1.2917052109218674,1.5512057259776417,1.2895813697083303,1.3377510837198994,1.527831652490084,1.377473350928189,1.254716507893081,1.385666225940273,1.3365772218788765,1.2163061764172052,1.2966627400934483,1.316712308434246,1.1139362880112318,1.4767343694327326,1.3418519551541757,1.3197994449580523,1.3095019450559573,1.32839840326035,1.1204754369516188,1.3176651039657257,1.3301370239000294,1.1265183466533761,1.2940338014520545,1.3234785616463711,1.1073780768218502,1.2883446985734146,1.3213065426494728,1.1164318141554632,1.301760738312288,1.3379505470232989,1.1296176482114786,1.3603047184305928,1.3022697662622051,1.240543162499357
Shadow Golem,Rock Throw or Mud-Slap,Earthquake or Stone Edge,30,1.3449373914060059,1.3026805085269848,1.139986564206742,1.4668383913306426,1.2792131179895019,1.310610320176539,1.4129491594819048,1.2666589981829364,1.4501448150776313,1.279545112898018,1.2586460316686319,1.1534342019956563,1.4123987642869342,1.2384018381168824,1.2911579700322822,1.3398391510679584,1.2759127172011728,1.370859765155582,1.3483298078330284,1.3266065364893662,1.1457138138832041,1.3523710422178392,1.293059732330495,1.1820409767983004,1.2538130595980579,1.2620417168157108,1.0857215857225264,1.2780750663091436,1.2423984526835588,1.1746156845884157,1.2693854326713272,1.2874518488776512,1.1602891733631808,1.2453427627196434,1.2788117034494646,1.0932909759564424,1.2839016812283557,1.281696526877678,1.095055205092576,1.2853642950480202,1.2670009223765157,1.0969686323741328,1.2590622735279828,1.2859017745191919,1.1008972762096352,1.3492018779286714,1.295052584412605,1.1733908479012103
Tyranitar,Smack Down or Bite,Stone Edge,40,1.214111988099242,1.2122482165382247,1.2147099063137217,1.2911167784140136,1.2425113953055344,1.2905649505485288,1.1867143563058593,1.1685623301158177,1.1969923234050934,1.1912237396730996,1.210821659592357,1.1933998436736744,1.2111192047238812,1.207525164467549,1.244158231514642,1.180540778398024,1.1612029972746907,1.1841465375072224,1.2182518253481533,1.2343075158846575,1.2486637841594386,1.1846491702438453,1.1948032963093236,1.208089456588676,1.2087858754472498,1.2604630419612877,1.2124158639798694,1.2305687633623408,1.2596441523167672,1.2433323690895175,1.2186441930318719,1.2626607323984174,1.244611775331994,1.2017688204934158,1.2626591972546917,1.1972053660277773,1.2052387986091804,1.2722902312815618,1.20945064623203,1.2267214987976893,1.2602881559921855,1.227307804331703,1.2328122932302594,1.282750029273655,1.229079693912094,1.2459342025883433,1.2652894263200858,1.2849643665253512
Shadow Mamoswine,Mud-Slap,High Horsepower,50,0.9492617514479906,0.9017351318884915,0.7958309224866553,1.1029273662763588,0.946338767583472,0.9404471214734953,1.096376501639761,0.9240281452866327,0.9425561834751573,1.0947488723470618,0.9500161433331785,0.8995322040021039,1.0772104514699992,0.9194881761747787,0.887308385740682,1.105728126919503,0.9435034685698291,0.911588201897875,1.1409847651567715,0.9683794233509839,0.9441879567550662,1.0168368436311168,0.9452198915848642,0.8399681274441491,0.9469217882322019,0.9267428636929365,0.7943278201773553,1.0328172399314317,0.9909515475394017,0.8773697634332565,0.9665297510856891,0.9414059841051129,0.83205717079423,0.9699783952731551,0.9390026358695931,0.8329207218981793,0.9100203490822069,0.921865493629948,0.7813951360916956,0.9431191230571473,0.9245752604915211,0.8174233620856028,0.9341798240971202,0.9619665819861619,0.7927037385659532,1.0229152606995562,0.9524590849404354,0.8731322682559596
Golurk,Mud-Slap,Earth Power,50,1.2472012293835548,1.225900922461241,1.0399514922117299,1.2522134669274534,1.2392648681422345,1.0613410412585464,1.383443030075674,1.2204100902974881,1.209411903167234,1.2384240182790427,1.2504264061651085,1.093946812694344,1.2848182949697489,1.2343771759559663,1.1728422208157605,1.7682792618198648,1.3120300732979133,1.445300817819046,1.2782517903134445,1.2580573858979243,1.2380919810806201,1.3417456711992515,1.3271948398847024,1.206916425927179,1.2219579676634589,1.2373331074456262,1.0335062686668435,1.3226489652407605,1.258423623906361,1.1962532007404587,1.266059358747777,1.2635331505311092,1.0642182514917111,1.2325778548930346,1.264063904837322,1.0491966606101997,1.234468360043672,1.25960067774388,1.030326188997059,1.2482074530970586,1.262533906686288,1.0775228935816625,1.260321052588722,1.2807406113234352,1.0552241366724204,1.3220646597936372,1.2532307170703663,1.1556406933218744
Mega Swampert,Mud Shot or Water Gun,Earthquake,35,1.2192788808136705,1.16096279403505,0.9927790235583843,1.1609952868369986,1.1559074579620179,0.9718890950542374,1.1441807457829056,1.100492188216395,0.989558425960564,1.1089458302448447,1.1138183758162192,1.0019528383846048,1.183200442311814,1.137907271847304,0.9897135799446718,1.1815004120705952,1.1095682955636519,1.0211212417647153,1.1947200463986947,1.1974613531328275,1.04087403955132,1.1448482822469304,1.1302288476951385,1.0226299211918193,1.109548547785093,1.1745363860539608,0.9947465659386147,1.154423743010371,1.1895317932187528,0.9795471084408925,1.2431666327470785,1.2201533309085963,1.05044133041405,1.1695159343798063,1.2289100036551,0.9767327349091878,1.1362717312771171,1.2021869707587363,1.0017137979143556,1.154870401868447,1.175211137962577,1.0252359648770815,1.1387889092586225,1.2085901831661747,1.0127666944236628,1.2473451901221448,1.2231199567857851,1.0444828955862067
Shadow Ursaluna,Rock Smash or Tackle,High Horsepower,30,1.3764806269585041,1.3287025310289733,1.2266921602231056,1.3524070370820633,1.3189566986084031,1.2414956954060223,1.479287514274105,1.223132037965373,1.4854704149504503,1.3136476806257207,1.3207469386094572,1.218526487328998,1.3686882600396084,1.2746684283696361,1.3340391629707364,2.280402382505834,1.6118548254616767,2.0670264214110294,1.3666809884310613,1.3420679905858552,1.3741664725159872,1.2478581603508352,1.2520605744564062,1.2429826722620934,1.290224145061757,1.3363266819590565,1.1494113497590468,1.5022853441508925,1.383703780847471,1.430728920855817,1.7189814346403733,1.8121915794438932,1.514088426620679,1.332598029936496,1.3725072511373135,1.202397762563627,1.707412137300072,1.8079373854312748,1.4947719922724236,1.3456096761363807,1.3884052713312875,1.251560792637803,1.3699852348399493,1.4790404203101593,1.2229904403838627,1.5196080741293658,1.4147297375807744,1.3848122387466062
Golurk,Mud-Slap,Earth Power,30,1.4914052433479692,1.4691648544723994,1.2603023985347699,1.5482788548987503,1.4777852615842015,1.4215148331330243,1.7235121783632814,1.4268091793060858,1.4602544133791249,1.6487595601280733,1.4891633079204474,1.4620127894439046,1.7661227264024775,1.479850242175802,1.4573167745579017,2.221312263540167,1.575502557074951,1.8591665628687,1.7592271470583503,1.5091226401137545,1.495568188930083,1.7625576743604208,1.6454555055918836,1.5498295378945224,1.5016335789663304,1.4801849691156532,1.2799312339573343,1.6791543672836822,1.5012480748088257,1.4246430511800574,1.55031047308277,1.471868217204978,1.3113411253402862,1.459841169062548,1.4515862220170122,1.2616946964018405,1.4662878343330747,1.4768055682299344,1.2344367694283411,1.5010270617462698,1.451587107256365,1.3008687645750638,1.525396841950026,1.4984619367011918,1.3041876302463353,1.647723266781804,1.4987083991307049,1.379748177347682
Shadow Aggron,Smack Down,Meteor Beam,45,1.0569692035692109,1.0604734804041582,1.057556955988035,1.3130476440725176,1.1295071472648959,1.3281476261447243,1.1660783005777968,1.0624471308213763,1.350174334225694,1.1255000898775385,1.12710392065155,1.1543646581320994,1.1081297951562785,1.0814869322078153,1.207765872028264,1.1333794652973965,1.0899153498779122,1.3410220708203366,1.1314782561059527,1.1183911201663448,1.2005678967087599,1.1247054401435483,1.1201127498438852,1.150002502747729,1.0966068096363928,1.1110330619728768,1.1081934968660605,1.1895682724179135,1.11900432500032,1.2936539571084595,1.1085856117977917,1.1313958056420956,1.1209455404593152,1.1335020155438447,1.14167587361019,1.1586260897546596,1.1182510293252053,1.152949902403846,1.1375244693648672,1.0888690255374638,1.1144824168393905,1.0962345937325895,1.0983309088223392,1.1505496804278796,1.1207472427169551,1.1469505490474297,1.1230447488537627,1.1583506334144036
Gigalith,Smack Down or Mud-Slap,Meteor Beam,30,1.3813957891580095,1.3239157119996205,1.3509378793641975,1.3392546827703904,1.320225349668913,1.3597852762034321,1.4655748935997885,1.2771250368115616,1.4238448574581635,1.2859651102031346,1.2818056988995699,1.2847475075934256,1.3398780486609287,1.2974247699004253,1.3373647648108329,1.3413117205647296,1.277722572481879,1.302324701574038,1.3491769311728807,1.3129853601098307,1.3171583124545045,1.2963690339215905,1.291872218763358,1.3044915725157813,1.2932588840000088,1.3143691670499402,1.2406654864768167,1.2813776852883676,1.2909090987552048,1.261372886605071,1.326549394126892,1.3287455168269682,1.3013385469917491,1.287400232301309,1.341144169120836,1.233246237641056,1.2826723196333396,1.3252659772279767,1.2410527247651184,1.2694296197237347,1.2964423673002103,1.2627800466402046,1.2919645996156877,1.361992419944828,1.2339312396967805,1.3977025985433573,1.3372359222454306,1.3059582117446413
