Attacker,Fast Move,Charged Move,Level,"Arceus (Fairy), Tier 5","Arceus (Fairy), Tier 5","Arceus (Ice), Tier 5","Arceus (Ice), Tier 5","Arceus (Rock), Tier 5","Arceus (Rock), Tier 5","Kyurem (Black), Tier 5","Kyurem (Black), Tier 5","Kyurem (White), Tier 5","Kyurem (White), Tier 5","Kyurem, Tier 5","Kyurem, Tier 5","Regice, Tier 5","Regice, Tier 5","Regirock, Tier 5","Regirock, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Xerneas, Tier 5","Xerneas, Tier 5","Mega Aerodactyl, Mega Tier","Mega Aerodactyl, Mega Tier","Mega Altaria, Mega Tier","Mega Altaria, Mega Tier","Mega Audino, Mega Tier","Mega Audino, Mega Tier","Mega Diancie, Mega Tier","Mega Diancie, Mega Tier","Mega Gardevoir, Mega Tier","Mega Gardevoir, Mega Tier","Mega Glalie, Mega Tier","Mega Glalie, Mega Tier","Wigglytuff, Tier 3","Wigglytuff, Tier 3","Aerodactyl, Tier 3","Aerodactyl, Tier 3","Boldore, Tier 3","Boldore, Tier 3","Cryogonal, Tier 3","Cryogonal, Tier 3","Gardevoir, Tier 3","Gardevoir, Tier 3","Glaceon, Tier 3","Glaceon, Tier 3","Glalie, Tier 3","Glalie, Tier 3","Granbull, Tier 3","Granbull, Tier 3","Jynx, Tier 3","Jynx, Tier 3","Kirlia, Tier 3","Kirlia, Tier 3","Mr. Mime, Tier 3","Mr. Mime, Tier 3","Nosepass, Tier 3","Nosepass, Tier 3","Piloswine, Tier 3","Piloswine, Tier 3","Shuckle, Tier 3","Shuckle, Tier 3","Sudowoodo, Tier 3","Sudowoodo, Tier 3","Togetic, Tier 3","Togetic, Tier 3","Weezing (Galarian), Tier 3","Weezing (Galarian), Tier 3"
Klinklang,Charge Beam,Zap Cannon,40,3.8859343431740876,3.7699030600345305,3.891792229239675,3.8026155698613118,3.8795528902467393,3.795575833452572,6.3040717743782775,6.032270041436708,7.859028534650068,6.196534462016494,5.834372162295885,5.599242273736454,4.06421166191253,3.8822905004734984,4.000992479873699,3.885468507355009,4.343083569457123,3.871742630345202,3.9312460655924104,3.74804997238316,,,5.86258950177784,5.786081840686954,3.7425146872622124,3.73407726161613,6.239329848444357,6.084111940446847,4.110612844478708,3.9389472658953313,3.7047451193904686,3.6162321826761192,3.800491718416575,3.8808971478485,,,3.8112021629222887,3.7717417822105417,3.767816055122083,3.811641395449748,3.6768762745204664,3.688011365584067,3.6063906760506197,3.5541043442404776,3.5341782975994582,3.618666142798943,3.639615900479209,3.639885418117019,3.8219119055206043,3.69913594451535,3.8130601338479013,3.729425024012418,3.5107134721901767,3.5383751852953615,3.5078436013953436,3.5238296860047873,8.820441157864966,8.557426045357978,3.273075756446384,3.2903708063538795,3.6736253997303656,3.6520917844603282,,,3.5629699195319864,3.5426959538889427
Shadow Mawile,Fire Fang,Iron Head,40,2.58855080620273,2.530806184246982,2.1688507183404964,2.1121915326809386,2.940326609101201,2.9039179923591107,2.8417121565961003,2.622073580272231,2.9563242609482985,2.6177913792288545,2.5367783253797116,2.555739027085054,2.286409225309325,2.130997580701407,3.043774073055334,2.9816231561528146,3.2773341716865088,2.98312826325155,2.7810910158184194,2.6597497816968225,3.6233757037240273,3.0516628883760273,3.0218139678872338,2.9857480706995267,2.524852585732462,2.481975571270332,3.6569404241754913,3.4008543117522465,3.0492866372677554,2.675867495757998,2.2040331059132257,2.1479305164729934,2.652287473153397,2.6042312933349048,3.290308949969191,2.9574276974689333,3.021025295476613,2.966095229284514,2.0929836972715288,1.9983617339441928,2.600524528889314,2.5512509379273047,2.2464371594136656,2.042903677386974,2.199743078671811,2.0948662016419672,2.547386099198956,2.457868815832505,2.2665414836827855,2.0639535950546883,2.582789382064261,2.5030622620410496,2.509578947213727,2.4001919069660285,2.8856239846909753,2.893317580295009,2.135558511705639,2.040629748170696,2.355076690597408,2.321738383618982,2.93568815995222,2.771235496412341,2.5243516262518173,2.46869660232529,2.5654427613431436,2.404946548147726
Shadow Mawile,Ice Fang,Iron Head,40,2.65232186500151,2.597259237576746,2.8482845764596445,2.806477156131685,2.633081390191648,2.601861550087989,2.825488532241292,2.6771046675179555,2.998011609029774,2.6620503122293337,2.6133274195684577,2.5944119256494176,3.184683681739193,2.8581597607873666,2.6948750852484324,2.5737822966214647,2.951157615900586,2.738777943804611,2.893149846848521,2.732765217915924,2.7474010287637864,2.4126164938800185,2.3448182443478442,2.300907018153101,2.553826612741197,2.549537581390847,3.123247547322903,2.939387869590749,3.1605448899573463,2.8034814659127605,2.9464833955553695,2.8884615524360497,2.659021673274521,2.6155810510744457,2.471557812527426,2.275861698669471,2.6989731559915624,2.64651439266006,2.809667234738655,2.6938021891982475,2.6541336838108105,2.6253380918464124,2.930257217126486,2.717783813159986,2.859734775780327,2.733734845271251,2.5869462868582898,2.494855148251644,2.9819962568240816,2.7422670704955867,2.5756959344354673,2.5185972998460087,2.5738275962913377,2.465167127355821,2.4999430740290136,2.506017237958649,2.601340248818908,2.503387573422729,2.411756495743043,2.3816815607286212,2.602057202827338,2.4770351296610706,2.256201773417124,2.212914548655729,2.562976317772189,2.439613777622295
Shadow Mawile,Astonish,Iron Head,40,2.727876016250163,2.6660791517244293,2.7124276129985527,2.665376488010762,2.705140092386036,2.6727667959892694,2.8621727578999856,2.7022994320800624,3.0275424999975207,2.6855795341407336,2.729649802636498,2.6971398796142356,3.022208961730898,2.71370598567772,2.835838641840424,2.713697721149574,2.9885021838853114,2.728135914517094,2.9496783796565187,2.7503748272396287,3.2929177586023517,2.7719932024853295,2.730895609289798,2.700294953807181,2.9615826121044564,2.936629895004276,3.1235799909201845,3.0020536541386975,2.940399912597198,2.590559226545959,2.820544790708333,2.723162279391708,3.0474995183304823,3.0021399797359978,2.8324159586428483,2.571253425881738,2.796043919710717,2.7218052606501875,2.700958185253337,2.600521921143494,2.500318940909927,2.445000399928394,2.6990981407585215,2.4974723178199913,2.744650153808929,2.634442794426443,2.6622356919378913,2.557246796812517,2.5441282647511967,2.3277661487754284,2.406581468008442,2.3187001022988762,2.431464404278864,2.307910923302881,2.59822978688718,2.5937828340816855,2.71770894460678,2.5734456058079784,2.4453234001829953,2.411630825835153,2.6695104633189906,2.5172721174848958,2.5714183383751235,2.5221095821651485,2.635973996303378,2.4814852916689834
Shadow Mawile,Fire Fang,Play Rough,40,3.0995942638332794,3.0559822430652623,,,,,2.4222636786404705,2.3309057775860214,2.543816252840027,2.2959024895107643,,,,,,,2.8273202496773906,2.565965696786132,3.25830301015217,3.142811930754697,4.243752868977992,3.6965819260828114,,,2.9789430144738858,2.927200042703648,5.9841328615263745,5.7154138657506195,3.4505686389468835,3.1946543088997448,,,3.131487276573423,3.070231464886348,3.813972634883272,3.503880997545414,,,,,3.056646751513772,3.031437418824058,,,,,3.0216117153841937,2.9029209961370706,2.648319260969423,,,,2.962173585260581,2.809108045272532,,,,,2.7078451010182114,2.6578345113214774,,,,,3.7571699303933888,3.5955929777694413
Shadow Mawile,Bite,Iron Head,40,3.192106439465876,3.148782680518662,2.7673427358076657,2.736712340128877,2.7567612780388457,2.7376162941795044,2.9060065191754636,2.6420855912392893,2.997322366274509,2.64252198611037,2.7487165142164165,2.7538244263900653,2.682605578679577,2.476562556062941,2.5356952024619575,2.4791337026122613,3.346227056905244,2.9613955000859478,3.1768671885890623,2.991558519538842,3.392769161857151,2.8470863168474847,3.2454831054116253,3.2293343505541308,3.141090997655876,3.094545169804118,3.876886396053822,3.564301811109046,3.202186549236048,2.815747438138543,2.7895821085991503,2.7495285698625977,3.3451053107915842,3.350698529925182,3.0171150689208877,2.7218515286831253,2.7394235276392003,2.683640357833537,2.8149513039863403,2.7346713575359796,2.645831427771688,2.574927612960727,2.6662881294393217,2.4493681651391395,2.813307320159304,2.713882863665682,3.26416983439428,3.1212648907338267,2.3504551018985755,2.152724220381734,2.72284198882095,2.6542397487407094,2.5588240913145643,2.446236947688845,2.745327529591538,2.764096659807774,2.639827926760109,2.576583739175671,2.588106599938735,2.561755975923665,2.685133472717255,2.5531570666778056,2.9003555213767283,2.859066358234913,3.331748286364008,3.1559238991194105
Shadow Mawile,Ice Fang,Play Rough,40,3.2585482938836403,3.301445464160284,,,3.244525905853728,3.297621230636158,2.379878983839949,2.3937849199563432,2.5063886977080445,2.321337024426801,,,,,3.22002706113896,3.1575543626677756,2.4654878504496547,2.3951969882775024,3.5563334942090186,3.412086839638855,3.352114136518504,3.0342198528754802,,,3.142647254308709,3.179212524797091,5.6397947865116445,5.422560001120218,3.770634157842155,3.5147168495896404,,,3.282436494734621,3.244987282275542,3.0174284254665014,2.8385666645917533,3.2801461479224563,3.2817046495386113,,,3.2896558458510308,3.2720981767074084,,,,,3.189674914685626,3.1027873748379653,,,,,3.13254102733294,3.0414394888413705,3.1056934388056154,3.113367004602963,,,2.876097339804022,2.8506932441791113,3.183239846062302,3.054035451530765,,,4.27063323227235,4.215496741860409
Shadow Mawile,Astonish,Play Rough,40,3.385334488796409,3.3521186801054186,,,,,2.409696630277221,2.379467589003309,2.5042107649801206,2.321890930828738,,,,,,,2.4713816507358226,2.3712045569564335,3.58071993435096,3.4178951265235638,4.013303449216209,3.4837447079857498,,,3.631642807319865,3.6484112207572963,5.694381059247405,5.506303283327739,3.4653765009526913,3.222526028717454,,,3.7718974250401422,3.7612162158796805,3.475180812823969,3.2013770506602772,,,,,3.0889389639973017,3.032683519522219,,,,,3.2377020715442755,3.1587444778677582,3.070456434293023,,,,2.9570089983114385,2.8141925033560393,3.2150503702550806,3.217754305623246,,,2.916524051053805,2.8716271668514795,,,,,4.373502733765168,4.260871159362562
Shadow Mawile,Splash,Iron Head,40,3.502588165128193,3.4619756259564727,,,,,,,,,,,,,,,,,3.983004254033764,3.677559095231734,4.72065839105076,3.5832525961301687,3.5398059469588654,3.486448303864769,3.422530591892491,3.4476074949055757,4.105056764945473,3.717610846744641,4.692402461627569,3.762518134236926,,,3.5899880755631126,3.5292078626294723,3.854885618394177,3.4209283379618456,,,,,3.6290793567519555,3.5154459963358944,,,,,3.483308975997756,3.391617907844477,,,3.4839576692801972,3.413544708540424,3.4868678733975935,3.379622480099699,,,,,3.2413875761248874,3.2029141973086723,,,3.3206563258443635,3.3032701052512143,3.440814405466157,3.2868794599710704
Shadow Mawile,Bite,Play Rough,40,3.801569673765708,3.697681559596503,,,3.2807563374831976,3.2083286726568656,2.4806570483557557,2.3053113995509236,2.597096143414062,2.316172249072395,,,,,2.926908502512127,2.8712670424670765,2.845775813084083,2.513411801819018,3.673558499212016,3.515326789085306,3.860820583939944,3.3770221854603077,,,3.6674376708884586,3.62947944336543,6.24723556647423,5.928601739091526,3.68407439139661,3.3174985774556185,,,3.924017096934665,3.9013988377815285,3.484160066809981,3.1728278845023286,3.216723097398466,3.1350870134664364,,,3.1051601961622004,2.9882120915493227,,,,,3.819182773501205,3.6956134869006876,2.7522925985567355,,,,2.9950342488401245,2.8384012011050794,,,,,2.953894510970605,2.9037623059495594,3.1091784956249002,2.9576370341796134,,,,
Shadow Mawile,Splash,Play Rough,40,4.375010778734501,,,,,,3.046463675792796,,3.3294836356910724,2.894413218640775,,,,,,,,3.018310400343407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.296861336888903,,,,,,,,,,,,,,,,,,,
Ferrothorn,Metal Claw,Power Whip,40,2.6108951163489618,2.6019948897679,2.611784181035736,2.600013674305008,,,3.104215881678639,3.063526634024881,3.22370024435887,3.115069526288198,3.307868163364395,3.2547739891464604,2.521216115312503,,,,,,,,2.472579693370297,2.48362574645011,3.1155331682452267,3.0853416293141938,,,,,2.563416714995975,2.595843299687809,2.5800028138642372,2.601649263381627,,,2.439672121152214,2.496054388932632,,,,,,,2.65184626790417,2.544242952787665,2.4487941110438833,2.5027637856704685,,,2.6245980221993648,2.5750501656609135,,2.5863555165340912,,,,,,,,,,,,,3.31283774125267,3.188124399737646
Ferrothorn,Metal Claw,Return,40,2.7452121055559338,2.740903301614831,2.7447532199802045,2.7370141322485333,,,2.625698585680146,2.633595998550461,2.7641838969091177,2.690786853895195,2.77703034360598,2.7758122902224036,2.6087839378153257,,,,,,,,2.979717474571795,2.9721060064064893,2.6237158932073523,2.639859312017284,,,,,2.745954488457391,2.7918789376284776,2.743926211633796,2.7838819737880254,,,2.9728346111173214,3.0287541093289914,,,,,,,2.810843608869236,2.701740730341796,2.587359105431921,2.6553190123119084,,,2.780817324537741,2.7418360020564267,,2.785851976238218,,,,,,,,,,,,,2.843032441262595,2.7503947963096484
Ferrothorn,Metal Claw,Thunder,40,2.967937556933082,2.930795331395473,2.9717993045383024,2.927769126114608,,,3.1601966593784527,3.113025493910595,3.285510133851935,3.163554578884111,3.397378118901955,3.342588747033052,2.819113509054431,,,,,,,,2.3738706328010863,2.37848755242703,3.153274590665922,3.1277455687654223,,,,,2.978828064872682,2.9709756347623704,2.97089407483495,2.9752160091621325,,,2.33346734745347,2.388916615066854,,,,,,,2.97241375439567,2.842514971098918,2.7497395037748475,2.799887290670582,,,2.954436293351265,2.8855943792022165,,2.914692833078218,,,,,,,,,,,,,3.020427240148739,2.9020670312090213
Ferrothorn,Bullet Seed,Power Whip,40,3.316432260373001,3.3513814166832328,3.319908447540169,3.352507192668824,,,5.12906958241856,5.3175353976937485,5.674806466584618,5.43352265272435,5.083959640794786,5.136590440938131,3.321317991948397,,,,,,,,3.0964670853071947,3.1965193720954237,5.136631783226817,5.243205045522418,,,,,3.202391673127205,3.333100634121585,3.267991534528787,3.3713800037115247,,,3.1247194156343854,3.2320439022490235,,,,,,,3.299083848066826,3.2513734522593847,3.154383784591362,3.257793138834018,,,3.328481762574729,3.3010091584074215,,3.382438836514553,,,,,,,,,,,,,5.42187420997339,
Ferrothorn,Metal Claw,Acid Spray,40,3.4539764739003402,3.458521705963903,3.456231111793754,3.4593691805828826,,,3.2284606547602244,3.231281311464231,3.332806256836643,3.303389602288953,3.519000209725847,3.5268226035251353,3.2159228448696386,,,,,,,,3.2176942594891838,3.255197414964154,3.2045176209067088,3.247956563867477,,,,,3.496104532785182,3.5492431038636814,3.510895990541943,3.578403423267997,,,3.132085511601675,3.23999172946919,,,,,,,3.426712302432876,3.3165229412585235,3.117735015972168,3.230679950414107,,,3.417302467984448,3.388228735980507,,3.481638289108479,,,,,,,,,,,,,3.480117390541716,3.4139407679024956
Ferrothorn,Bullet Seed,Return,40,3.9645772848340606,3.9889653632287647,3.9623713345663005,3.9824551590244144,,,4.617437582854204,4.745463891951937,5.0173637109226625,4.8625455494571,4.386708701438597,4.432288061454598,3.9700534530351606,,,,,,,,,,4.476586181739996,4.595726242464141,,,,,3.96952664982977,4.072131099639622,3.9890218592750406,4.127658352161175,,,,,,,,,,,3.9711931729316348,3.891066731999809,3.8459577266777365,3.961297375826113,,,4.044510578288396,4.0307272124568625,,4.175170489531763,,,,,,,,,,,,,4.831463018483737,4.701138852699121
Bronzong,Confusion,Heavy Slam,40,2.4651545071061447,2.497048754870087,2.459684873899569,2.5009785609479853,2.4581561971063195,2.508090058166804,2.4683851963908476,2.5227114701727023,2.4875936304052253,2.540397885179744,2.4959643874871236,2.514294885870531,2.414091778162659,2.450033884693673,2.401147027980805,2.450391085133874,2.0640722983018747,2.0870597341287254,2.4700165624617902,2.4981634276675866,2.458287413486342,2.514454608854303,2.5318038406922194,2.5740339866161275,2.4466071838617203,2.4973806629325903,2.769071315188728,2.876332825076936,2.8362690233290313,2.978865860472746,2.4584657222086475,2.520243131605498,2.542586361394946,2.628736007894519,2.4326853418052923,2.4773574197982384,2.5077338701576988,2.5127708849025367,2.5471599128265554,2.5758189275121497,2.872491846083233,2.938546926835957,2.453493301028608,2.464656080275042,2.4944180432228973,2.558806592824022,2.483130969101263,2.4949026388587576,2.82974374850076,2.860112853222984,2.940333888904818,2.9165246691607263,2.843277719075744,2.8279749257831743,2.5583389311768703,2.598462080232391,2.4792055051918602,2.5067167236041077,2.4496616495652996,2.453286221737741,2.4239788642540216,2.4603662107255504,2.4722044927062705,2.4853803156478684,2.0357347957525675,2.046451651220509
Bronzong,Feint Attack,Heavy Slam,40,2.878925537420581,2.923434489214196,2.686614520321973,2.7174893788686303,2.6820265447988008,2.7151759242492295,2.6352002002364565,2.6867323062297706,2.6389918758609334,2.708067151774883,2.5939334488645547,2.6014631715061465,2.672427172211763,2.724346988938794,2.684297846566662,2.724722735109622,2.9859039517277504,3.006150902066682,2.804642909348245,2.823038585488326,2.5545221757940317,2.6098708124659398,2.9263970478805437,2.996845598754664,2.8882734943231556,2.9406866896094925,3.0549672547081417,3.167156775839454,2.6680927900587412,2.7433591527274404,2.578517733924851,2.596157865803359,3.0177969695540123,3.1562559077200762,2.617639239038757,2.643788201607293,2.624384563230321,2.6142231864054923,2.6059388899162945,2.6187011782051544,2.647239847573021,2.685534551908801,2.582201360855138,2.5833150648051033,2.617252018307301,2.6677499759064305,2.8530881231224328,2.8861909187165877,2.2309778788580337,2.2413803758365356,2.7015840155297894,2.669054489850412,2.5851609423611346,2.573084581524038,2.624348101648077,2.653560380205628,2.601651213870975,2.6070089629151423,2.5216132898241073,2.5186472164801135,2.6197892094695043,2.6461860898237584,2.8296531588591285,2.835825799096052,2.9908214903467725,3.0251093937658924
Bronzong,Confusion,Flash Cannon,40,2.8806066315798255,2.88257178143818,2.8686917311225058,2.879991270923105,2.8643195103310832,2.8861854738777173,2.9745489746249754,2.996719985650016,2.9770501996820555,2.9671985864798494,2.9359871353213327,2.897583292379867,2.834926685206669,2.809241712561848,2.799227527340278,2.799407360307814,2.271003504482505,2.3037277532312013,2.910468942076508,2.908684835761742,2.8523835323370785,2.922377737686852,2.9753582515725925,2.988893365673446,2.786783766668337,2.8596859599503763,3.5649027300622382,3.5476953709610455,3.5244659672195215,3.7021625237731515,2.918698996166822,2.931963309514632,2.9278001044011495,3.035973347803087,2.8209660656663034,2.8351121162912345,2.913772307228714,2.916432302766265,2.9322569527881845,2.9695401768301983,3.571998955764969,3.5533733769572686,2.84890127708892,2.842179548157621,2.880455924171244,2.9541124991731804,2.8791321750848073,2.8801026228846442,3.479761417724524,3.4704994881466353,3.5564576906701024,3.5729006448633323,3.5093582145045787,3.411095078992969,2.9274061707161882,2.9804388443643326,2.87348153580087,2.885146267893592,2.808800946624158,2.7969641537759657,2.8292675538946663,2.8538379070771205,2.826227861428431,2.8582613564864423,2.202584670565536,2.2255518322897094
Bronzong,Confusion,Psychic,40,3.0691046226308734,3.1166021495950793,3.0741553603511895,3.1240686135831326,3.07028519719936,3.1255973755372963,3.0895226948389904,3.1761580925050037,3.082947762341164,3.191507078922541,3.115670874903993,3.137166577788931,3.0058403985295503,3.044167821353283,2.9969596501509463,3.045766049979009,,,3.0874009411323464,3.135737004954866,3.050390153237096,3.1464513729217285,3.174940355699284,3.222931803747896,3.043837470730469,3.100282745503915,4.840669684685699,4.978673269734623,,,3.065785812290291,3.1611348792352536,3.180097543351216,3.30009116940995,3.008944888232778,3.0690201641511075,3.1347716543342146,3.126650116287038,3.148449527514073,3.1730384048955855,,,3.078035005209088,3.077169489843217,3.102954602637501,3.175695328133649,3.086631018720905,3.112434875806666,,,,,,,3.196346017168164,3.2309085944927296,3.085450768542843,3.110413770937602,3.039809057663065,3.015219754324702,3.049732731040547,3.0788701964224146,3.075407394993305,3.0960508277751404,,
