Attacker,Fast Move,Charged Move,Level,"Arceus (Psychic), Tier 5","Arceus (Psychic), Tier 5","Azelf, Tier 5","Azelf, Tier 5","Cresselia, Tier 5","Cresselia, Tier 5","Deoxys, Tier 5","Deoxys, Tier 5","Deoxys (Attack), Tier 5","Deoxys (Attack), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Speed), Tier 5","Deoxys (Speed), Tier 5","Latias, Tier 5","Latias, Tier 5","Latios, Tier 5","Latios, Tier 5","Mesprit, Tier 5","Mesprit, Tier 5","Mewtwo, Tier 5","Mewtwo, Tier 5","Mewtwo (Armored), Tier 5","Mewtwo (Armored), Tier 5","Uxie, Tier 5","Uxie, Tier 5","Mega Alakazam, Mega Tier","Mega Alakazam, Mega Tier","Mega Latias, Mega Tier","Mega Latias, Mega Tier","Mega Latios, Mega Tier","Mega Latios, Mega Tier","Mega Mewtwo Y, Mega Tier","Mega Mewtwo Y, Mega Tier","Mega Slowbro, Mega Tier","Mega Slowbro, Mega Tier","Raichu (Alola), Tier 3","Raichu (Alola), Tier 3","Alakazam, Tier 3","Alakazam, Tier 3","Claydol, Tier 3","Claydol, Tier 3","Espeon, Tier 3","Espeon, Tier 3","Gothorita, Tier 3","Gothorita, Tier 3","Grumpig, Tier 3","Grumpig, Tier 3","Hypno, Tier 3","Hypno, Tier 3","Jynx, Tier 3","Jynx, Tier 3","Kadabra, Tier 3","Kadabra, Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Wobbuffet, Tier 3","Wobbuffet, Tier 3"
Absol,Snarl,Payback,40,1.456646548551971,1.5786034824287063,1.6184242902465467,1.5637078065780634,1.5891752050232106,1.547808965894863,1.6773763547158929,1.631488102761526,1.4617256319880203,1.547111535910253,1.6466019058755699,1.6606597179924414,1.5973780739713308,1.5937627449139171,1.661165810812762,1.6452076857012197,1.7261770079718028,1.6358797066912416,1.4245698524189125,1.5706756152951813,1.6101227079939573,1.6333048171354574,1.5787613893227506,1.5929159116780687,1.579629901668863,1.5606452377810411,1.4435055275135755,1.5929011375744628,1.8371211500977853,1.7309721609979845,1.519287823736236,1.6439197996038235,1.6952152413519967,1.6448351995450339,1.571926905336474,1.5853080019607269,1.6435334734887732,1.5768342552126922,1.5624523962207686,1.5389492237978402,1.4990919516897443,1.5382817460443412,1.4485759603336181,1.4202763724308196,1.4423222738130128,1.5220909791077173,1.3991757196765533,1.4973551861308962,1.530146654387701,1.5510267076955118,1.6474338229493526,1.639580287406843,1.6189664933075878,1.5733781744798037,1.5526303558132677,1.570896975455047,1.5055716757123474,1.5592332487121214,1.6673836506999633,1.6739013314648923,1.5734819575734982,1.5693455641033236
Absol,Snarl,Dark Pulse,40,1.4305404337132182,1.565609674325687,1.5082766389034477,1.5399726915946463,1.5852668426196328,1.5623674646037842,1.5774288903118892,1.6332882879057273,1.3654109611185177,1.5154461856558288,1.6328907674255253,1.6666698154720636,1.5803435136508612,1.60338598815904,1.6080524713559907,1.6366962062122945,1.638218752163823,1.605278230388173,1.3826744895668512,1.5533813092507005,1.5650927453262253,1.6187316994699463,1.5397088721921204,1.5924196345935906,1.563496445126423,1.5580140249978613,1.3980821881228507,1.55920381052734,1.7074958132769065,1.6965726355213449,1.4514581959857256,1.6082283938076392,1.6518288124876421,1.6625383016274133,1.569961737022525,1.5681302021706067,1.6183850681065992,1.5750480826578064,1.5458301055961694,1.5295076723612826,1.5025298194777477,1.5469212191282529,1.432522058624325,1.4177234065784623,1.4371043920467648,1.5152796219410327,1.410685648190807,1.5078452238585207,1.5293739073113128,1.5502552759778458,1.6199740603328758,1.6311366942835115,1.601427491429923,1.5666333863211608,1.539004111889368,1.5566855290681827,1.4857046132971508,1.5443388548369792,1.6543600005133035,1.67706463132829,1.5606365328289975,1.5557524821074356
Absol,Snarl,Megahorn,40,1.5575147584681825,1.6533869025815586,1.7198387814751304,1.6392923754729216,1.6765004521742735,1.619887494886575,1.7879342475052549,1.7119328085416123,1.5745975740957905,1.6210477566351786,1.7360941325505195,1.7324195417929578,1.7085191644147015,1.6668865254886684,1.7755317563735764,1.728732988348231,1.847817470510584,1.707445231941563,1.5081792948803645,1.6399957165733974,1.7334075372379796,1.705545858904341,1.6830415188371044,1.67134701885441,1.6698221626981793,1.6350048082383781,1.5642786390075152,1.6678411645431124,1.9558605000551266,1.809724901529904,1.6233196567235606,1.7188700522247076,1.8096380855125909,1.7197648874814446,1.6712086861558584,1.653432675405323,1.7406086103196092,1.648968757656342,1.6549180454020775,1.6245248359073907,1.5909889323867945,1.6159230160227345,1.5336244953737015,1.4913856118043043,1.513400605720447,1.5861100979450447,1.4816062239589876,1.56934942725117,1.6211172031843477,1.62777809575961,1.743090389228143,1.7164506920271683,1.7294349464967216,1.6502297741288514,1.6469527080918025,1.64685661717996,1.5821736770691994,1.6373495113372778,1.7793743523023189,1.7647891638897626,1.6385426337943687,1.6209204763522638
Absol,Psycho Cut,Dark Pulse,40,1.860005695633113,2.0166341349928087,1.9513844636623048,1.947123772472179,2.039881182912616,2.0292344979301236,2.034713648543818,2.0267333039247473,1.7882671641452026,1.9466006107298977,2.0106677060875144,2.0753183298506177,2.0193425751796443,2.0917605979139786,1.996551460125349,2.0630746259086474,2.1054252484347886,2.045675196447072,1.7599375226604053,2.0107727601777565,1.9334623302540423,1.9783780514288933,1.9107387235578293,2.0211128692243343,1.9761353618180073,1.987196985372626,1.679432689802024,1.8998783197706701,2.19140848865807,2.058223553808952,1.8244376589023124,2.011222326948964,2.215125939237891,2.057317052983983,1.991324750678932,1.9996756320487654,2.017788550478713,2.00871748506717,1.932394852721132,1.9275724327262997,1.9308281284129676,2.026183102733485,1.8257285990166174,1.8113107037965948,1.8604557577656136,2.0012677948841753,1.7919411184425018,1.954644732601451,1.9277782216054877,1.977867964276125,2.0710050200230623,2.0671201077830643,2.044867574883449,1.9899312593550047,1.9135834636969842,1.9830042857087484,1.853305800542741,1.971337281164104,2.0286850420715354,2.088429088463705,1.991772125683516,2.0039700235552482
Absol,Splash,Dark Pulse,40,2.334831305382769,2.5130053422011756,2.46640703211371,2.4363944692562254,2.446308316478538,2.495484941435732,2.760104013988472,2.6383218521614062,2.4780499256982074,2.465694080893051,2.4396193933192847,2.6363212731074745,2.3941126891039195,2.5735359071828277,2.4056529675956138,2.551793728548274,2.591055510014452,2.534147854081356,2.086574830437927,2.4355234612857903,2.46089700632805,2.5722083216035134,2.3329394656684688,2.5488936809632703,2.3797895626031664,2.433762214507406,2.2188950089404336,2.4977476643827643,3.0110676233557006,2.669832378235224,2.2661286713115243,2.5484935316162547,3.4490304157609204,2.750554667526296,2.3576737209832768,2.4620666897046277,2.4546722058996497,2.521333771235296,2.3434880082082854,2.4075925920654893,2.2943755713811553,2.428288371411369,2.2089331133412813,2.234320447002765,2.2499111037805513,2.397804767025353,2.1857444141535236,2.4150824191076867,2.4063857952784624,2.4383792939597377,2.4406945567434692,2.5644940051768343,2.457730266506305,2.513792768346673,2.335457301132839,2.445936285882744,2.257412483039349,2.4315325376122767,2.4936078099261625,2.5853560129775093,2.3784577040499,2.4200330147080202
Absol,Psycho Cut,Payback,40,2.3040926689190973,2.406100803466312,2.5135358556582346,2.314088935580543,2.4155017639480865,2.3453342559151142,2.6096089598925736,2.404426275289344,2.4897425724320206,2.3243493599300153,2.2955036927861756,2.328709367370222,2.3977068904373526,2.4499983769978866,2.496049727568873,2.421769839315062,2.7214188312340997,2.464686486380671,2.150526600099209,2.3686383321653013,2.2905759331332103,2.3191064209705052,2.2575618140212605,2.3247679970263206,2.290746113247495,2.291373645569435,1.9684024237906372,2.1714085811448194,2.8203486438198446,2.413801266841659,2.268074021469934,2.390536860275741,2.873863311720909,2.464340972963231,2.3493848950150964,2.3635928680780594,2.4557404133698912,2.3503344725313613,2.2858579795647898,2.245150337578204,2.240788465707787,2.3160429791878467,2.0897506407708963,2.114694346298994,2.1523977851689855,2.2973480533157296,2.0142039762228108,2.218222491267735,2.1792096097327764,2.2442283592516437,2.4860230023286887,2.4031606795738982,2.3986837453547754,2.279816170820957,2.2245557546625423,2.2766735733577157,2.114790535956581,2.25360318232785,2.358738676175365,2.3908939499765482,2.2932310024328872,2.3093236282695
Absol,Psycho Cut,Megahorn,40,2.5374393243412166,2.5903481942515914,2.845222333845075,2.505389595547562,2.6289632023625877,2.5122672887835673,2.896979968311716,2.5926408926888027,2.7524108084197536,2.540242464548631,2.4753048223443,2.4792167343837805,2.6480646316155965,2.638116320561466,2.7583525705910144,2.6162886310862095,3.063186978867687,2.65777263559554,2.36837549920886,2.5573754025093263,2.5537642892552284,2.476995535965639,2.505144072338889,2.5047641287447044,2.5017662888996175,2.4627303489851053,2.199387675320212,2.343644068431491,3.139622829231444,2.5948652156670016,2.5871744268642303,2.5878623839676793,3.157874554227401,2.65356995347069,2.5886708582543756,2.5397909622348593,2.6887081486577564,2.5276264333638214,2.50168047539652,2.4281929390366783,2.4505027341658945,2.514468788670112,2.313393271028845,2.280500478595284,2.337617953120544,2.4626794011674287,2.192576786745533,2.3782255430578365,2.363596445996915,2.4024450995939493,2.7516701119753475,2.5935631647100434,2.611321447978965,2.452886230104381,2.421756333911901,2.4475215372907484,2.313733208955224,2.420858824451931,2.6094054445069026,2.575494443592767,2.4593041544956424,2.4893484237113186
Houndoom,Snarl,Foul Play,40,1.3821161521816827,1.573144750656073,1.3693558658267955,1.4798561683578417,1.5092968306340744,1.5229841665681654,1.628149991213155,1.5884639076217364,1.4020325846893709,1.4784063748193481,1.6104896240625928,1.6609900550594636,1.520563993922014,1.5664670374067209,1.5649475340525882,1.5826586867399637,1.5152337598809926,1.556306751990304,1.352181664847558,1.503841113737099,1.5208978330508698,1.5365315016046395,1.6483922080376021,1.560142975237249,1.5556758873381795,1.5396280834435054,1.3475138630169319,1.4985288995122856,1.4971061357501008,1.6036877514079604,1.3279047596734912,1.536498912972992,1.4799335821150073,1.5073246119152661,1.5052434362799794,1.5457680438867387,1.5642393809203803,1.5686562526691723,1.4970199820443761,1.505466432885696,1.5092741991726202,1.5492581065526272,1.4265152584166987,1.4374931349037188,1.473035077123156,1.5507680893193356,1.4302410052166603,1.5475636438753322,1.4981147971275937,1.5400080744730598,1.6046883355155057,1.561348000029589,1.5032951634069833,1.5318656304280756,1.531542945361698,1.5565404756357177,1.465691146540027,1.5471434386047636,1.6705945812940666,1.6620602032790837,1.5612306543742394,1.5778052845724286
Houndoom,Snarl,Crunch,40,1.5061443732954913,1.7761166377659061,1.5061400230322177,1.6503954400432923,1.6843458302994037,1.7059113371272931,1.763424189465709,1.780574546519104,1.502360862162755,1.6542630671160954,1.7710661778140495,1.8744582377636672,1.6825786050498583,1.777237163502392,1.708403944650486,1.7793677596192186,1.6556081263694906,1.7527553740176929,1.4952224072364337,1.6908054112031812,1.6711274900121926,1.728593724613318,1.8228756426297839,1.7920163574085808,1.7215690706791602,1.7215144723164792,1.468872437275748,1.6863713315231037,1.6571948635585971,1.8157586925828126,1.4433798684032526,1.7255562429948619,1.6254008516029268,1.731428846052,1.6781439160253546,1.7403439117573025,1.718493642274222,1.7512716331965221,1.6448525330255226,1.6911162282324679,1.6689860233279918,1.7345190178117633,1.5760758477281367,1.5990575366988433,1.626884372420378,1.7271073019417242,1.5883803713246663,1.7284636713473323,1.6730462432515305,1.7409661347935261,1.7539856852938542,1.7425489798974352,1.6496954960309071,1.7039511550727482,1.6959216701436093,1.745138190527339,1.6168203867028494,1.7232856119772308,1.8232942215538714,1.8636695827687968,1.7686311817973734,1.7493570446709814
Houndoom,Fire Fang,Foul Play,40,1.6139314129571691,1.857102299381948,1.6406697501828291,1.7848394485317323,1.8706836392643937,1.9133445987637863,1.9883427546550574,1.9133522141118249,1.7572177522509804,1.754985706371399,1.889641115590907,1.9693745954982982,1.8005049801970483,1.8759849014431964,2.115247196631676,2.1763153753580635,2.0251874568631436,2.1254840386161966,1.6142736650994507,1.810261519935252,1.8100257340106831,1.8375805738093898,1.9624126050291009,1.8709245043690623,1.872226902297971,1.871160271884329,1.5898139842736885,1.781884789960235,2.027612957313436,2.222325638786478,1.7664651073467335,2.084828073018593,1.767648132666094,1.8122201438842445,2.0751677117184104,2.129281757915645,1.826355014871568,1.8407348949087967,1.7914661194476509,1.8178797968268787,1.8265640592163144,1.890467544464548,1.7301866292500676,1.7628678057060065,1.754255251403255,1.852049522998959,1.705267216075962,1.8540213763370514,1.8665517149251076,1.9316624764563184,1.58373530809167,1.5518653215508753,1.7792818968176785,1.8341349980781378,2.173164690628021,2.2402949649490096,2.1104871099050206,2.233005124043012,2.2661296624982032,2.289300747935534,1.933338182942598,1.9218353402322543
Houndoom,Fire Fang,Crunch,40,1.6413175046964763,1.95011724953861,1.6772174179905128,1.8506059918941478,1.9267441797885572,1.9804872551494836,1.981321624958906,1.9865408258950092,1.6691984375981828,1.8114685576875171,1.9592157244885116,2.0793141228275602,1.8645356592345486,1.973007214244394,2.050502285819395,2.1818188080140226,1.976204090658316,2.1299446597321836,1.66677843882177,1.888998232364925,1.846965399236217,1.9258466463439157,2.0162492668963314,1.9827022269144132,1.929888995981548,1.940946667013206,1.6277930626046946,1.8533263507923308,1.937174436373271,2.2246105653186588,1.6924744973256003,2.0889876141417543,1.7944679184895784,1.8989434649450874,2.019362422806613,2.146183409860517,1.8882277114137636,1.9474737714374164,1.8543879269804626,1.8986260268240893,1.8806352857918027,1.971936236948848,1.7845615308760905,1.820023001341636,1.8208109312882652,1.9360749556839656,1.7691338480615533,1.9359364871703926,1.917173893906768,2.002344210274794,1.7311968511541205,1.6950212309364905,1.8352800749421745,1.905520302212334,2.114054819422227,2.223326641982891,2.052023575305292,2.2148751119922707,2.2078581739744405,2.2783541690319296,1.9827734062705091,1.978825979229639
Yanmega,Bug Bite,Bug Buzz,40,1.3408956140984085,,1.5024609023866438,,1.594098144042372,,1.6458456306659501,,1.4126141945521526,,1.7150974254032831,,1.589000791105644,,1.6057223164974517,,1.5409104920002772,,1.4479698264346323,,1.5340085707621933,,1.5387947100222583,,1.60168925746952,,1.3873658059680882,,1.5360429724104343,,1.2981689448840268,,1.7138382881781298,,1.5885919992488717,,1.604320349549322,1.5922923843882824,1.4711201060236843,1.5007768781701325,1.488147163004117,1.555510322310789,1.5610315227202958,1.4796632147219049,1.5105601589096558,1.5789274680415484,1.4854772468032578,1.5595105449522824,1.5284186201340337,1.5636912435159913,1.5649860793367523,1.590124870574156,1.5528498541246778,1.5572608516081423,1.5783957856995856,1.5849545825127063,1.5746337008141114,1.589166537570201,1.6145246622975666,1.6134655231698034,1.6287821289944548,1.5983141234437712
Yanmega,Wing Attack,Bug Buzz,40,1.5028806962933488,,1.7068528303440056,,1.7759052405373785,,1.8377774985359125,,1.630496844640033,,1.9178918433885122,,1.7890820671565169,,1.8081929257074087,,1.7284478772757834,,1.6087359484565609,,1.7024750089838219,,1.7105052731419914,,1.7947180916049543,,1.558106187381137,,1.7516317264955987,,1.455500634706545,,1.9860205951634893,,1.7577908477082285,,1.9100814394913268,1.9734813865457834,1.6464432132016587,1.7192277436056542,1.6827207025941704,1.7701045941352045,1.7324266057416995,1.6844022070303817,1.6854175393130921,1.7719540132381748,1.6766819496331589,1.7713883030918314,1.7235673301697645,1.7894816441775037,1.7567824161883872,1.7876095458944696,1.7238951295025204,1.7454147884233184,1.7645267273320997,1.8023252478678051,1.7576238127544097,1.8004891930175588,1.8151670860568916,1.852772801911636,1.8357762129744692,1.8364495241969045
Trevenant,Shadow Claw,Shadow Ball,40,1.3567925046524607,,1.5422338647245364,,1.6079245410137115,,1.5207326420396983,,1.5756069444280951,,1.6642372234470606,,1.5568987196350283,,1.6375049142400298,,1.5677900304442902,,1.4243634635915674,,1.5195473179633294,,1.525807353045851,,1.574702872564862,,1.5908843060032412,,1.536127650337238,,1.3327068980849472,,1.7179746465621986,,1.591819670366512,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevenant,Sucker Punch,Shadow Ball,40,1.443601171874312,,1.6427494540331127,,1.7421987230686216,,1.6124657278266632,,1.7554719129607097,,1.7674117202821054,,1.6525165905793466,,1.6845739431425344,,1.722250241789758,,1.5999287001395242,,1.676023801168938,,1.66996876505545,,1.7186683996245045,,1.8507565265723347,,1.5932066158567917,,1.430151126244085,,1.917761110004473,,1.7374446552514742,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevenant,Shadow Claw,Foul Play,40,1.5676591916250422,,1.7657259009267419,,1.876812010912778,,1.7848754980564614,,1.7044206209318673,,1.9607958471888947,,1.8194709857153826,,1.9069700062526151,,1.7963020685588438,,1.6780563381872888,,1.7644908669757726,,1.7486298087027405,,1.8212295088770978,,1.7629939261447662,,1.752680765931341,,1.534316895454087,,1.8988952097599345,,1.8665022308610428,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevenant,Sucker Punch,Foul Play,40,1.804675216865412,,1.9832460250663502,,2.1730943948927526,,1.9806253544297987,,1.9640295761423852,,2.2084942202516538,,2.0472430404217583,,2.052188125072352,,2.1565881845777226,,1.9935843724430224,,2.044473765278909,,2.0548982752635796,,2.1426814446814726,,2.1596355892268875,,1.965697876330617,,1.7622066912185617,,2.1463761564402044,,2.1604707261430174,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banette,Shadow Claw,Shadow Ball,40,1.5175473036855234,1.581793979490408,1.6229095595184584,1.5167753202199552,1.5533767960148863,1.53700347460079,1.5099988732436163,1.5728521449200499,1.8952085250012314,1.560757839551188,1.6101200206260076,1.5825365418181756,1.5723642303256415,1.5598253649726,1.5950759500975702,1.5660945497428818,1.6855080265265143,1.589707935262467,1.4789608400998115,1.5857668430453202,1.5270684438994646,1.5482583831347978,1.5429577156921546,1.5398761851138874,1.6063157279050289,1.56752831083386,1.6186008630358855,1.58652550864772,1.7628878479065917,1.5854498633204936,1.5452539846446107,1.580046359052162,1.7726150130146938,1.5984919244458937,1.5869999293446073,1.5290061004443558,1.695451981591842,1.570938303544021,1.6706912915223804,1.575291894138208,1.5775009855076545,1.55364442796421,1.5695353557111589,1.526801008973008,1.5438365353771355,1.56601875520312,1.527878902304345,1.5305101962931151,1.5644472735634607,1.5452726302554398,1.5597215430187343,1.5370519076854612,1.7377563437755947,1.576242524390663,1.5821770982593522,1.5244101067098843,1.5453044945725916,1.5313893926693725,1.6501062354899254,1.6040600208937388,1.5402277901144772,1.5357766314688621
