Attacker,Fast Move,Charged Move,Level,Arceus (Grass),Arceus (Grass),Arceus (Grass),Shaymin,Shaymin,Shaymin,Mega Venusaur,Mega Venusaur,Mega Venusaur,Amoonguss,Amoonguss,Amoonguss,Bellossom,Bellossom,Bellossom,Gloom,Gloom,Gloom,Grotle,Grotle,Grotle,Meganium,Meganium,Meganium,Tangela,Tangela,Tangela,Venusaur,Venusaur,Venusaur,Vileplume,Vileplume,Vileplume
Avalugg (Hisuian),Powder Snow,Glaciate,45,1.4229489507318378,1.4950254690883396,1.4231419949480693,1.5129779526015346,1.5577484998967603,1.596958706230043,1.4860841907208029,1.5321217913300582,1.5596487822360268,1.412533848159663,1.4851945642362852,1.4179495537057467,1.4490933232537628,1.5089116971476753,1.4413785750976458,1.430085185954706,1.4880272179513816,1.417956575940162,1.451067561477656,1.5206387099131577,1.4495938029061057,1.4749168124903667,1.528184018931392,1.5076115437969773,1.437440974543448,1.4955697747217183,1.4432453655068496,1.4154377450065334,1.4785234272913945,1.4438491693111817,1.3954091503267974,1.4411503267973858,1.4254954248366014
Avalugg (Hisuian),Powder Snow,Avalanche,45,1.5323940943039207,1.628262401725014,1.532235652352863,1.6009381250430166,1.6886709617137363,1.6946901455157497,1.6156733913718697,1.652805112966088,1.668042468678603,1.5689750275799819,1.6622455119847557,1.5805460836425633,1.58205642621076,1.6582347183050814,1.5866019248102812,1.607975794722626,1.6807084978184084,1.6127934760024931,1.5856911440507655,1.6431190090496084,1.5972863354566824,1.617836127406091,1.688357375354737,1.6394422130144253,1.5865087702543534,1.6601831513492291,1.586805887159244,1.5593802501400038,1.6115269740526414,1.5814448385290274,1.5439372549019608,1.6053751633986928,1.5660130718954248
Avalugg (Hisuian),Powder Snow,Blizzard,45,1.7452417332456742,1.8563295738275751,1.7451870980901372,1.8470238827698255,1.9303768559671468,1.957212905163442,1.8410560425284095,1.8920393626711665,1.9021309002941749,1.7340286831812255,1.8582639654999498,1.7423778958981044,1.7747603679043216,1.8818073445177796,1.7624613535700093,1.7729976106378558,1.8581965510076874,1.760414502389362,1.7552586385393956,1.8415770434697878,1.7744296797924557,1.8211037871850435,1.891606901616603,1.8166338752232691,1.7720582773586309,1.8568639310688781,1.7760905782107197,1.7432611536307634,1.8243233152884077,1.7787380996826583,1.7294954248366015,1.7855686274509806,1.7647058823529413
Mega Charizard Y,Fire Spin,Blast Burn,35,1.0828414651691778,1.0911205124049121,0.8998082306040645,1.0462305017863587,1.0831902925540235,0.8806612342455268,1.0628219869487958,1.0914241342750908,0.8958292890528171,1.0691129274897202,1.115597733426938,0.893390833416909,1.0607100282034134,1.0940501458630147,0.9011620581707518,1.0803552877623104,1.1072096405568252,0.902153023062539,1.0482929978198117,1.0885960318136974,0.8891514317381825,1.0844568558294725,1.1131894136527252,0.9170119590545185,1.0791922664714184,1.1115992317405745,0.8931015821475186,1.0508493559828262,1.0844875863356356,0.8867556468172485,1.05840522875817,1.0827607843137255,0.8916705882352941
Charizard,Fire Spin,Blast Burn,50,1.3564488605838312,1.3742380672267378,1.1307328213412202,1.3323273551673003,1.3861245925162733,1.117647304194032,1.3323517553421835,1.3748532859468097,1.1076649693132439,1.3562205395647378,1.4027554909236786,1.1374486009427338,1.333643473962725,1.3950028591089272,1.1305885887632172,1.3512492208601703,1.3872844379804696,1.1355573446914606,1.3209505133795354,1.374858409558725,1.1141371204462687,1.3622532708331445,1.3965528184018932,1.1344781627120488,1.343435308099619,1.3909952355182038,1.1271023673850529,1.3005600149337315,1.3477506066828449,1.106038827702072,1.3218823529411765,1.3595503267973856,1.1103790849673203
Chandelure,Fire Spin,Overheat,35,1.3698126196282259,1.3739685337927543,1.1536977983853491,1.3642815876796526,1.366878221024596,1.1774532970986533,1.390299699852166,1.3865485985634716,1.1577075275882152,1.3534249323036807,1.405927188847658,1.1357311202487212,1.3490245108016166,1.3840510181335348,1.1327111136956163,1.3510674215665905,1.3712861001454395,1.1392452732183669,1.3131797863659063,1.3702909759692095,1.1098376429606713,1.3650095654302632,1.3619178007670478,1.1828039857470556,1.3566145650951305,1.404811171595624,1.1367586667940026,1.3153164084375584,1.3406010826955386,1.1094922531267501,1.3119477124183008,1.3294117647058825,1.109291503267974
Entei,Fire Spin or Fire Fang,Overheat,40,1.3753070951034152,1.4087438102921706,1.1323227043673523,1.3698440142908688,1.4225567140178572,1.187881543463888,1.37457255065928,1.417056161990234,1.1810742604566429,1.37784575268278,1.454267375388627,1.1421748069401263,1.3798059682687367,1.440767985733531,1.1667199720873433,1.3829342405983793,1.4502649075420735,1.1696706835653439,1.38298235143661,1.4384858044164037,1.139909625714042,1.3983571033519808,1.4356033474472543,1.1696118520667678,1.4317426967603646,1.4791222317724084,1.167552711722323,1.3555441478439425,1.3944745193205152,1.1496266567108455,1.358253594771242,1.3858718954248366,1.146562091503268
Shadow Mamoswine,Powder Snow,Avalanche,50,1.0906415442080362,1.1405580434786569,1.090246349916317,1.233815883053474,1.1856457274431818,1.297968369043125,1.1961951408902893,1.1662371018561382,1.2023085997580898,1.08801775147929,1.1726506869922775,1.0996138802527329,1.1184834123222749,1.1791837486310197,1.1215072834588433,1.1230131934344483,1.2022646997714523,1.115091938499896,1.14942206740314,1.1730265641937565,1.1785196643240807,1.1851794764853618,1.1828765198154008,1.18643975592286,1.1882023366122307,1.1872473179893674,1.181612708114475,1.1316875116669778,1.15564681724846,1.164597722605936,1.1286169934640524,1.1565803921568627,1.1623529411764706
Arcanine (Hisuian),Fire Fang,Flamethrower,45,1.423307721586532,1.4760761759761936,1.1775041568247504,1.450087284422077,1.4972876131204025,1.2077744662302097,1.4338286021473263,1.4895157316290113,1.2480624785342034,1.4533271487313209,1.5205721592618593,1.2163273493130076,1.4597834830731058,1.522131441475494,1.2333711317225404,1.449161126116767,1.5098171618533138,1.2246909412009142,1.4351728925861418,1.5007855985773966,1.2033543232281403,1.5219007552609867,1.5251919886121514,1.2837170083323513,1.4565519583187427,1.5109561858678466,1.238839546260041,1.4340395743886503,1.478682098189285,1.2056841515773753,1.4294797385620917,1.4742797385620916,1.2109176470588237
Shadow Weavile,Ice Shard,Avalanche,45,1.1927746827973928,1.1992161676352266,1.1908351347758228,1.297968369043125,1.2662393866522617,1.2991363326360312,1.275735810175161,1.2627921214926756,1.295473890124987,1.2029510580683984,1.2580859492528331,1.2030889579781365,1.2186394518264374,1.2588995822793396,1.209151086945987,1.216302202368585,1.271958757531685,1.2244182422605443,1.1811505060716416,1.242232317942097,1.2051812966639466,1.215371782434062,1.2466974332006564,1.2718939551920794,1.245238171033224,1.2636912530905464,1.2968940672120886,1.2154470785887623,1.2362329662124323,1.214933731566175,1.280334640522876,1.2466509803921568,1.2670849673202615
Crabominable,Frost Breath,Glaciate,30,1.8159177704485727,1.586286211725797,1.8164167715358124,1.7468480625361078,1.6043189625146257,1.7277768855833664,1.7024683799483329,1.5677542670270432,1.7225051144593606,1.5180147427539865,1.56861147327249,1.5083742854277404,1.5671018327372817,1.5978154469417225,1.5549288130336598,1.5566174942863078,1.5933799085809266,1.555669540826927,1.524865108461323,1.5980414844768156,1.546240697660256,1.5745332886039913,1.6015340955455015,1.6117885994578078,1.549411602415136,1.6022347435774997,1.5971413109222297,1.5362422997946612,1.5486559641590443,1.5489173044614524,1.5261803921568629,1.5281673202614379,1.526640522875817
Crabominable,Frost Breath,Avalanche,30,1.7544878227344167,1.684276184353584,1.7545260673432928,1.743531880191963,1.7005132782860968,1.7175509471976174,1.6987083190228023,1.6850000746636404,1.7166544716054177,1.6217405475880051,1.689875639354127,1.617252532343797,1.6530204789734344,1.7363804650171062,1.647815931536456,1.6569836900062331,1.7148348223561187,1.657645958861417,1.643594022142918,1.7063322899285043,1.6715345358878482,1.684875740074166,1.730073531411785,1.7462939624454863,1.6659238744044398,1.7345684907522363,1.7595899786712508,1.6486186298301289,1.6726246033227552,1.6436438305021468,1.6821437908496732,1.6377830065359478,1.6626300653594772
Alakazam,Confusion,Fire Punch,40,1.9952485626401164,1.9693678894621534,1.761390064050614,2.053667927094044,2.010449102857965,1.8198270162492935,1.647796675974734,1.649499006973584,1.5360222198993534,1.601205997392438,1.6698425433757897,1.4377193862200381,1.910844260944572,1.9987497455877647,1.680477616569263,1.609118533139414,1.6526854352794513,1.4613416787866196,1.8851442700023142,1.974860845523306,1.719632656541174,1.928989147090024,1.982709691458207,1.7230105265066686,1.954212162692728,1.9978989590297012,1.7664236674837381,1.5900970692551801,1.6121336568975173,1.4408250886690313,1.5960679738562091,1.6225986928104577,1.4452915032679738
Mega Charizard X,Fire Spin,Blast Burn,35,1.256943672975813,1.249755507678971,1.0577566440902062,1.2167448437535846,1.2605288789426592,1.0325757559957203,1.2440007765018593,1.2760941956486032,1.0365851837472189,1.218408384314512,1.2598786480794304,1.0364055761708955,1.225171788832999,1.2725942294459143,1.0159140910456586,1.2557136920839393,1.2800098691045085,1.0473976729690422,1.2275312716953095,1.2736440812150591,1.022739729364335,1.2545129790648546,1.2850860888723674,1.0439919124513797,1.259340612697503,1.294941584694235,1.0317066182790564,1.211424304648124,1.2546667911144298,1.0258820235206272,1.208648366013072,1.2342588235294119,1.020486274509804
Shadow Glaceon,Frost Breath,Avalanche,40,1.2547491608950696,1.272370819727662,1.2553883922148545,1.3145221673232985,1.292245347437884,1.3189500007299773,1.3019576806486777,1.2955575134021236,1.2937207878507324,1.2493606458730317,1.2915705546083642,1.2477685287333267,1.2562827707188478,1.3037730545944426,1.2607507341610211,1.2868013712861002,1.3131233118637025,1.2814253064616663,1.2512453868920745,1.3070776950903134,1.27042860796804,1.278558022721297,1.3056222969726095,1.307907120125484,1.2540667876356923,1.3074629399717739,1.3118029690467854,1.2505226806048162,1.2647657270860557,1.2710378943438492,1.251126797385621,1.2679633986928105,1.2612392156862746
Shadow Typhlosion,Incinerate or Ember,Blast Burn,40,1.2683733475141914,1.2938369723382208,1.0591553040719581,1.2505115054842146,1.3039374972625852,1.0289446406113456,1.2937237743963446,1.3161945435811668,1.0945181955291412,1.2331260655902117,1.3029535653394844,1.0291595627319226,1.2194729547679275,1.2895744289051065,1.0269531590730672,1.2497532723872844,1.2973457303137337,1.05325420735508,1.2287370741629415,1.29478825377879,1.014092055101519,1.2610319784573818,1.2968547414613802,1.0868323465677787,1.2565816700092318,1.310688780653445,1.0413310837339107,1.2191151764047041,1.2606122829942132,1.032070188538361,1.220162091503268,1.265192156862745,1.0213333333333334
Mewtwo,Confusion,Ice Beam or Flamethrower,40,1.5351823084081684,1.639886941651475,1.3886508212574462,1.5874272890522183,1.6907336688447796,1.4317961402974553,1.3322263204264788,1.386629235294996,1.2403362850359132,1.3303580383111022,1.3957100591715976,1.2028382308695216,1.5749328836294205,1.665464871727774,1.4427257484565656,1.339068668190318,1.3896348431331809,1.2137570122584667,1.573852356186741,1.6732031716258846,1.4509092237798862,1.6076269572865005,1.6785108755768725,1.4820886184980009,1.5841424463332592,1.6776281581935293,1.4543023588959985,1.302053388090349,1.3465839089042375,1.1902557401530707,1.3234091503267975,1.368313725490196,1.2050928104575165
Darmanitan (Galarian Zen),Ice Fang,Avalanche,45,1.0497307397417943,1.0920165289557218,1.0493901806056125,1.0372371821209803,1.1016879159566768,1.0484579752099727,1.0410052712530053,1.1017307031821644,1.051998745650843,1.0546961187443586,1.1173277504763814,1.0534926286230066,1.0529565124686224,1.0963277411101096,1.0529468205739538,1.0563318096821108,1.1190525659671722,1.0625,1.0418620513257737,1.121554632595642,1.0494500809958223,1.0649270579275203,1.1060992084719792,1.0783549273299304,1.049480575982343,1.1159710947696815,1.0594446036142149,1.0392943811834983,1.087455665484413,1.0334048907970879,1.0321464052287581,1.0966797385620914,1.0353150326797387
Shadow Typhlosion,Incinerate or Ember,Blast Burn,35,1.324541929750117,1.3495557251268901,1.1154604741967267,1.3005733449851606,1.3553091245070046,1.0974582192309377,1.3387698418624099,1.3629996864127107,1.158495975629788,1.2852898405375588,1.3535252231471266,1.0963418914853074,1.2804058965487162,1.3427441630564358,1.0712451177080606,1.302293268231872,1.348924787035113,1.1018725327238728,1.2826084308734151,1.3454319574193392,1.0621170968174123,1.320981385944711,1.3523161034698485,1.1407976934166266,1.2972442407071383,1.3530597735544732,1.1001390082662168,1.2699085308941571,1.313608362889677,1.0652884076908717,1.2880418300653595,1.3229176470588235,1.072073202614379
Pyroar,Fire Fang,Overheat,30,1.6805100009652212,1.7034203428538126,1.3529339989109392,1.6980834968829972,1.6818258607995962,1.442618574375296,1.7315752534830589,1.7060373019546942,1.4651096808876014,1.6625965299368166,1.710309898706248,1.3877996188947948,1.6346543385766483,1.6929220093236026,1.3639887961697632,1.6621260128817785,1.683071888634947,1.4174761063785581,1.607018013958077,1.670231294836973,1.376941159275544,1.6759631164262465,1.6848485397985367,1.386416182350648,1.6969513683294601,1.7204448264518937,1.4406031473169283,1.606916184431585,1.638566361769647,1.349467985812955,1.6513045751633988,1.6806065359477125,1.3791058823529412
Shadow Ho-Oh,Incinerate,Sacred Fire+,50,1.0838813542962356,1.171202902219462,0.9027621713467748,1.0800409621517226,1.1736282163318852,0.91158932731554,1.0876849791688443,1.1569459584571506,0.9126077023011334,1.1040266773643566,1.1844348610971818,0.9075067696319326,1.1211971428294516,1.1929753147442792,0.928057065875808,1.1358949719509661,1.1803708705589029,0.9237481820070642,1.0961109825463138,1.1626493550783772,0.8881526862599417,1.0922814684522137,1.1359197773204102,0.9196231855149466,1.1218709875953692,1.1637538598669341,0.934666114878129,1.0747899943998507,1.138781034160911,0.9054041441105096,1.0700130718954248,1.128564705882353,0.8918379084967321
Mega Charizard X,Fire Spin,Blast Burn,50,1.1404050650431528,1.135385915421137,0.9447456460333966,1.0849359809955639,1.133373099712806,0.9168576773792565,1.0950050024639002,1.132596652082369,0.9257455164484,1.1192708855681477,1.1543726807742454,0.9409913749874637,1.094670427121798,1.1356962172535108,0.9256922435766968,1.1218444836900061,1.150724600041554,0.9471873052150426,1.1033214377062956,1.1342703677088535,0.9311109216471992,1.1288749059323802,1.1404440898334438,0.9397513894807468,1.106293572724668,1.1389233756724924,0.9263256189051242,1.0945585215605749,1.1230912824341983,0.9088482359529587,1.0922039215686274,1.1139660130718956,0.9095843137254902
Shadow Charizard,Fire Spin,Blast Burn,40,1.2385061291538653,1.236974523626973,1.021065494803286,1.1963638790573699,1.2370361255310585,0.9966358477225753,1.2211178640225784,1.228276613854585,1.036606089566503,1.217856784675559,1.253948951960686,1.0156704442884363,1.202192306574012,1.239195960418302,1.0078504346814758,1.2296644504467067,1.2697252233534178,1.0136998753376272,1.1915033555412105,1.218457303630805,1.0169664933071874,1.2040836680478364,1.2311479422991487,1.0212162149909787,1.208756459639852,1.2521991956620933,1.0045098101635204,1.1802314728392758,1.2125163337689004,0.9920477879410118,1.195053594771242,1.2167633986928106,0.9975111111111111
Frosmoth,Powder Snow,Ice Beam,40,1.6810381408020805,1.768494455442299,1.6804298694037665,1.7057691144541751,1.8084206003749996,1.7009053803494296,1.7214209984021982,1.804682903519644,1.71002732689235,1.7160891585598235,1.8008976030488415,1.719160565640357,1.6986693028620163,1.7737427189641302,1.7092819275240116,1.6999532516102223,1.7865416580095574,1.710913151880324,1.6879772968101043,1.7699962242548992,1.6847861832088962,1.7055479495525556,1.7505372054436819,1.7210883736955203,1.7091013274758857,1.7807807807807807,1.7032969365124841,1.682070188538361,1.7484132910210939,1.6843755833488894,1.6720418300653594,1.7471790849673203,1.6723346405228758
Shadow Alakazam,Confusion,Fire Punch,40,1.6870279750208068,1.6572117494723155,1.4935867433258605,1.7042194770443013,1.679329338619759,1.5626122340015058,1.4396732719100453,1.4259769737333314,1.305672943390028,1.3466051549493532,1.3978161668839635,1.221404573262461,1.5958286085346824,1.6682658292869672,1.4134949941364037,1.3534178267193018,1.3999324745480988,1.224275399958446,1.62157290233,1.6611938662411847,1.456292705504062,1.6524530115238503,1.67511084112319,1.4948636812853038,1.6697651715319561,1.705981599974533,1.4727129956811935,1.362805674817995,1.3681724845995893,1.2348422624603324,1.3606692810457517,1.3655843137254902,1.240240522875817
Infernape,Fire Spin,Blast Burn,30,1.858587826923112,1.671061761400991,1.5350384358319205,1.6077665407629722,1.6287168877107288,1.3562059536944149,1.6243672256484538,1.640452760314782,1.4266399868591995,1.5951509377193862,1.6379124460936716,1.3251053053856183,1.60296184301069,1.648533131741924,1.3254925905465258,1.6207017452732184,1.6317006025348015,1.3661567629337212,1.5779325968600415,1.614520784867788,1.3164196192587359,1.662852583572847,1.6392246108093895,1.4030627510358773,1.602213520941436,1.6379099948004543,1.3696664862742602,1.5842449131976852,1.5946425238006348,1.331930184804928,1.5845124183006536,1.6070588235294119,1.312951633986928
