Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Articuno (Galarian),Articuno (Galarian),Moltres (Galarian),Moltres (Galarian),Lugia,Lugia,Thundurus,Thundurus,Thundurus (Therian),Thundurus (Therian),Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Zapdos,Zapdos,Mega Aerodactyl,Mega Aerodactyl,Mega Pidgeot,Mega Pidgeot,Aerodactyl,Aerodactyl,Braviary (Hisuian),Braviary (Hisuian),Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Golbat,Golbat,Noctowl,Noctowl,Swellow,Swellow,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Xatu,Xatu
Shadow Aggron,Smack Down or Iron Tail,Meteor Beam,40,1.1144830914038426,1.1452508421467336,1.1720103304728104,1.215344503836031,1.16885836622931,1.2220769282449853,1.2010272670443194,1.2491580148096593,1.1972370678868909,1.234786669288242,1.2631250930593665,1.1864633186565416,1.1515690771078173,1.1826146516557783,1.2452900091676353,1.159736123318873,1.2293594045292169,1.1696714899901604,1.1804617590349533,1.224782716171454,1.2275490497914858,1.163617789470738,1.130946030723605,1.1844456298204826,1.179209256374207,1.23306227913516,1.2187282854464236,1.2584900457729002,1.2582269930542298,1.2909146977194967,1.147798939278057,1.2132477400102812,1.162657565316003,1.2049766650673879,1.2395730152374127,1.3011970747539463,1.1733092893856258,1.2262220464999662,1.151752524127256,1.2163537647900373,1.14236542623752,1.1933463659847798,1.172666478772195,1.2413846114427733,1.1530306676292077,1.1875350926445818,1.1985459435607573,1.2533777394885588
Shadow Piloswine,Ice Shard or Powder Snow,Avalanche,35,1.4057223221566286,1.4101521819464506,1.5481839248596423,1.533266130942343,1.4016635614175668,1.4940688922863645,1.5476983160296194,1.5711424318001663,1.3677251278018088,1.4701408501054587,1.3953544764214152,1.3719418033309934,1.5317391850943094,1.462995877352315,1.4658576464695152,1.4121050592115834,1.4524744353704468,1.4100675062281964,1.3715627626439906,1.4518198447619517,1.420386800638137,1.4408603655294019,1.4649402671121892,1.4617565259983158,1.4347000037998254,1.483166774328381,1.4569679589698339,1.5221860695968676,1.4779365335761172,1.56147667366628,1.3946362074802212,1.4679087728976765,1.3744602433811663,1.4437126532036464,1.4596303399439399,1.5460599801892558,1.4039093916045478,1.4896189934329165,1.3938928433223496,1.47409031743612,1.36342246736019,1.4442086155135099,1.4100711436794862,1.4972541785168294,1.3923157134835966,1.4614983556589396,1.4370154020718202,1.5150238490470886
Terrakion,Smack Down,Rock Slide,30,1.238619948264857,1.291237703741483,1.3886470908122837,1.3744682705553102,1.3030133206173793,1.3561728910934245,1.3437954746115526,1.402041644916188,1.2846338433489435,1.3580327458620811,1.312302980026801,1.279448237721481,1.2604355874231068,1.3147864763283725,1.2994584479287759,1.3042142769381988,1.288411652865351,1.2994825220342079,1.2881336827013397,1.3453186335096652,1.2333762489854179,1.2929497047216547,1.2546019988123875,1.3396270091285138,1.3068073868602046,1.3628263099897406,1.3697347377709148,1.4102685711134395,1.3598731258902481,1.4404616807882642,1.279147911782038,1.3622879496470528,1.2767261307628561,1.348933571771274,1.3681215620982528,1.438439166262724,1.3134070723922122,1.376724944309974,1.2901720276276136,1.3552188749604233,1.2672275361306988,1.3371640019548978,1.3136727390743637,1.3901201670552668,1.2849656426298763,1.3564744258174914,1.3281292681389338,1.396440503456536
Shadow Piloswine,Ice Shard or Powder Snow,Avalanche,45,1.2527356407492127,1.2973182627497808,1.3178212024806777,1.3794345525135525,1.2986397534153644,1.3753336708960324,1.3694359053676959,1.43322055307439,1.283165909984628,1.3664091266578486,1.2901197541105651,1.2779571607853146,1.2961261850986443,1.3477199720821755,1.3086638880225314,1.3013467918001644,1.3115525671208317,1.2990695293215309,1.2741246848272112,1.347988332426954,1.2906490525903327,1.3183604355005738,1.310684823049078,1.3538850699651432,1.2929665235399173,1.3785955846031084,1.329763414768654,1.4062868802735344,1.356202000029369,1.4583033524721363,1.2725278032022267,1.3591158142858932,1.25974833166136,1.3455205652723863,1.3659191974541085,1.4553415245842904,1.3003114784134853,1.3809294207272973,1.2849537389917562,1.3607068728965608,1.2612232074286114,1.3442923968442366,1.3097696584590945,1.392280953479037,1.2979465789684768,1.3576642335766425,1.3388245676703578,1.4115799205732176
Shadow Mamoswine,Powder Snow,Avalanche,50,0.9138780895256187,0.9593036217654083,0.9476901388702039,1.0069766692751805,0.9392206889884098,1.000037689039208,0.9752643891498947,1.036676140208418,0.9318762735494941,1.0029492725127802,0.9444004849722416,0.9327271180311828,0.937659584613984,0.9907337966073774,0.9503511109850955,0.9618701976239756,0.9515028557399325,0.9588948543391831,0.9247935927225984,0.98779650961586,0.9027960480282123,0.9555459150829858,0.901766993092389,0.9714939428402728,0.9522931945130525,1.0094330660789606,0.9524733910549826,1.0200518391882203,0.9964610346701126,1.0812346730495308,0.9263512920496006,1.0045513246486202,0.9208356959043922,0.9900444890304009,0.9928027987944952,1.0509389028219773,0.9336252037145971,1.0141177831994523,0.9258182159316112,1.0099088851624707,0.9185785100886686,0.9955107170285555,0.9480300972780924,1.0201132491224474,0.9087457554610839,0.9790513622630411,0.9660860246685298,1.0311508478493834
Shadow Golem,Rock Throw,Stone Edge,50,1.1341219837709238,1.1536219181094378,1.161909128977431,1.2035417681176446,1.1640620263266133,1.2231600784587477,1.2825706165535642,1.2551295684060606,1.14487854359561,1.2112438780252386,1.1811286239976175,1.1363154872056664,1.2786992201216418,1.1934089657833247,1.152557014186207,1.1734648936270757,1.1340913113565383,1.144513191976903,1.1236327680822662,1.1739002323626835,1.0947661563435864,1.1480366089171261,1.1083344236556327,1.1508704126786031,1.1732625299236237,1.2214443135615762,1.1999007334693652,1.2373793635912425,1.2326759570625119,1.2858779130383706,1.1640608347856614,1.209511390849706,1.14028220002617,1.1944977537401318,1.2237244199034754,1.2908175093258025,1.137677316078265,1.194408817828523,1.1585656155821618,1.2081334943771476,1.139028136563569,1.1849193604691755,1.1574043232809792,1.2233125795348758,1.1379642255554665,1.2072671853693753,1.1866109138282448,1.2320081528020004
Gigalith,Smack Down,Meteor Beam,40,1.2066198994004953,1.2204607298503223,1.2469346804128398,1.2911044624535062,1.2300325928256457,1.2860811100896836,1.309787393100426,1.3345010923573652,1.2563677474707753,1.3107416079791225,1.2534724437921425,1.2088635058388104,1.2512300749532896,1.27106950411181,1.2299583203379738,1.2466642093623295,1.1834601176553432,1.2277930773286032,1.2310752953972413,1.2743422158501012,1.174849561980464,1.2252567942007893,1.1829426624664097,1.2371836807267922,1.2496770148573166,1.2918740737926055,1.2714498428279932,1.3172448022941599,1.2977136228138446,1.3476556190252427,1.2461100593051393,1.3046252993467657,1.2216709556418197,1.2704453264709732,1.2798478366245865,1.353980062804274,1.2330687856199192,1.2845832650266638,1.2246326676595096,1.278961501929008,1.2144592613279341,1.2553794596104169,1.2505658185793471,1.317200030746368,1.2360899441191413,1.2906740461484987,1.2601437246538212,1.3271206740770314
Shadow Sudowoodo,Rock Throw,Meteor Beam,35,1.3549904256391305,1.371975372361706,1.4534778184739625,1.4617202169929835,1.4338827739788318,1.4520751093391802,1.5440919255779184,1.4740315398049868,1.4339586386873056,1.4898428842097735,1.4506732180460722,1.3537000404143533,1.455147240513792,1.439157349887505,1.4624098594610941,1.3504229398811043,1.4847678010326721,1.3853202977353916,1.48151085183171,1.427084589904583,1.5252260068851633,1.4224411542444513,1.3205748850129329,1.3683477759102514,1.398858152524984,1.4367899076642476,1.4241217669442452,1.4552804279490432,1.4797867810100003,1.5125479081924844,1.3546898704815877,1.4150983612723647,1.3564465477384744,1.422176909320888,1.468882378975321,1.5238150435204114,1.3844010067599495,1.413571972728763,1.3884986573167444,1.4372339552282563,1.3570899951127557,1.403595615443692,1.395005423317704,1.432106040807263,1.364148017432689,1.4164728215823106,1.4108234750267907,1.4536151793406316
Mega Abomasnow,Powder Snow,Weather Ball Ice,50,1.1407400507578556,1.1957903352400614,1.1859409313720846,1.2431905472005214,1.184586166156226,1.2550466442826547,1.2014796769973384,1.2676423770211833,1.1729904729560647,1.240343366818003,1.1091081190309062,1.1745751175206858,1.14364240908283,1.2128950870697988,1.1470242989594261,1.1864432409953973,1.1323803415468765,1.1869067987735828,1.1678647352548572,1.242786374647748,1.1214223739819194,1.183394441490106,1.1936144016478965,1.2143607188746532,1.188708819394308,1.2553957517954175,1.1987426239452932,1.2642805933932608,1.2445850893552035,1.3085214173482724,1.1733766315182366,1.2530686961645998,1.1622432066995245,1.236631482531513,1.2446521528377836,1.3278783536007082,1.1874656457632187,1.2690093443524046,1.1681109795138198,1.2373793637205812,1.1605320114501152,1.2227536130698877,1.2049330839461256,1.272822772809962,1.1829095478730516,1.2505414293735462,1.2090626378937195,1.284192389317308
Mega Abomasnow,Powder Snow,Blizzard,50,1.2926990535583944,1.3665453201684599,1.3542317610879206,1.4199473623377337,1.3618196923591208,1.4298942904382907,1.3607898484877778,1.4290663727935349,1.3179561541486433,1.4275260965931433,1.3089677323293556,1.3548188798842873,1.3413409225887278,1.4056234475045193,1.37803547969416,1.3637112856427267,1.3116267916175801,1.3499570830153416,1.316448311662629,1.386669303406338,1.3100086764253127,1.3833720507151053,1.4093606685520856,1.4324922754858644,1.3306987878557588,1.4118060569213817,1.3483483152263829,1.4082832405007444,1.3422810907649159,1.530007782786825,1.2940556941710444,1.4194741527389445,1.2858965411959697,1.3756597025341302,1.3729161836919639,1.4634554995890323,1.3314496764674684,1.4449223232625195,1.3363274974494883,1.3895188620612826,1.30307896390421,1.4059624380367242,1.3596214780462392,1.4610588707542256,1.353493222106361,1.3855110825913746,1.3419343993612238,1.4294509466075518
Mega Abomasnow,Razor Leaf,Weather Ball Ice,50,1.4827478262994103,1.5831503464788645,1.5249214129934305,1.6631663316021137,1.5392580502968423,1.6634237706408939,1.5614265736068416,1.6855016143688495,1.5221888070639544,1.6486209916705394,1.4086507987152488,1.5303894667432412,1.4479857116227453,1.5698379118854502,1.4298184430141672,1.5098566257430983,1.4191133788703791,1.5178186372001758,1.5141325950462252,1.6517605181193453,1.2478630804108706,1.3388675865543396,1.526743089872751,1.578810173210278,1.333729148459171,1.43702739673975,1.5582859979043733,1.6767219985661501,1.6443266420945977,1.8093804607997181,1.557919681031132,1.679852552127086,1.516988703275614,1.648176822087495,1.8229888933381104,2.0010116124681234,1.5608636534585676,1.6982034542281026,1.4953621726843112,1.619510536252448,1.4644627522167144,1.5988619702576277,1.5766139708080318,1.723137496049946,1.553795353065426,1.6561321889789042,1.614538463154798,1.734435082263453
Mega Abomasnow,Razor Leaf,Blizzard,50,1.845764223346781,1.8621444735933934,1.8973774014275455,2.0088411566643107,1.8649896682872953,2.000136008271925,1.8461612822148754,2.0048978855312596,1.7834384942623243,1.9531668930754655,1.7504286048539763,1.8351838853083189,1.77439233213541,1.896231527200371,1.825692061961874,1.8125454837581634,1.8314323614999437,1.8225634857346227,1.7868631037721856,1.9211034755524794,1.474438131489826,1.5527834532172744,2.019001801547922,2.002995870194614,1.5428715279097163,1.6068225861610368,1.852489935476755,1.9907792422654829,1.9586778073099458,2.090206904653519,1.8153767067467432,1.9087603595922613,1.8236576961660924,1.9980372486587865,2.236000758709351,2.354896836603511,1.813354034272269,1.9600864039190349,1.8189312475814112,1.9388698007669127,1.7966766738811701,1.923312155274733,1.856329054463775,1.9793316081204575,1.8500975909735033,1.959038528381594,1.9402618142085688,2.0346073837490284
Mega Abomasnow,Powder Snow,Avalanche,50,1.1398177359308812,1.198542009607955,1.1764820685199116,1.2472397438982565,1.1945065767373417,1.2652587352541633,1.1932550960565578,1.2592231695763973,1.1606325742680441,1.2341878775962534,1.1168783102546103,1.1784719120243337,1.1493170103651427,1.2249704131751322,1.1623219635751887,1.1969340402808888,1.1325173713870273,1.1963409226295265,1.1626103722746823,1.2282731003114649,1.1382210529261945,1.1957401550561169,1.1854621456871883,1.227726392844802,1.1832275715317095,1.2600695368013073,1.1951579992279269,1.2539679038217615,1.2079031997533003,1.2997694532959367,1.1756585628847624,1.2265631856764923,1.1527783835652288,1.239008592489205,1.2356214040338047,1.3185736264199457,1.1834154620584576,1.2454989922757211,1.173727968854439,1.2552739894696108,1.1470152900928576,1.2201982824827202,1.1971183820577862,1.2525387105314851,1.1750086896072298,1.257332691639261,1.2086318841797818,1.2593977852955391
Shadow Sudowoodo,Rock Throw,Meteor Beam,45,1.2544107721485354,1.26067151849058,1.3106152618903704,1.332807209351238,1.3017089521300043,1.3354521127983785,1.4160882650529423,1.427428158975053,1.3233139992135272,1.3757708325885674,1.3694169697743177,1.2547891008869887,1.3012784109382383,1.3339453001382886,1.3322880338729952,1.2431238008827392,1.3484878186181681,1.2498092049795122,1.3064933010332722,1.3178919266327187,1.3054017744689188,1.29968093145624,1.2274714251686645,1.2699470271104447,1.2994832237717067,1.3316202454687085,1.3325980256990018,1.3579109910108642,1.3431181074611962,1.396349432443942,1.2678385596248605,1.3385032034805722,1.2785580320146552,1.3407227286605312,1.319321798141162,1.376973171194335,1.2753835620401355,1.3329154572368105,1.2661561734113536,1.3068353717884074,1.2267052991691685,1.2925923340082386,1.2871710779164212,1.3398156926046445,1.2338440148659127,1.2866500895697977,1.3091130675968146,1.3523985627534618
Lycanroc (Midday),Rock Throw,Stone Edge,45,1.3231827801989389,1.3416076985801848,1.338641311659299,1.3717568056631908,1.304707688727864,1.3551487324192921,1.4290289941934278,1.4712887239074817,1.3756501805312265,1.4345105101347728,1.3642715844553632,1.3016059387828898,1.3478825370539758,1.380356515820823,1.38587995123196,1.330618957157844,1.3456216111283454,1.2847575237946607,1.3259781480199733,1.3502486775102585,1.3153656693442302,1.3239945142601248,1.3109968229685618,1.3535160378023128,1.3471330318805337,1.384770300566174,1.395544035735951,1.4247945734296585,1.385453530888853,1.441709863580963,1.2930526474165276,1.3789134496031696,1.3136258559776683,1.3624111309809395,1.3788277940525617,1.4401673375624355,1.3248729495944995,1.387621867134688,1.3216928362864548,1.3759044056427876,1.3057320393772254,1.3771905327096279,1.3250488952659134,1.3802300853211715,1.3180396246089676,1.3806716397957275,1.3682524006639911,1.4258683364501692
Jynx,Frost Breath,Avalanche,30,1.5106890791205636,1.463472362622428,1.6831565165160611,1.611650393456104,1.6366678301109205,1.5782088529914446,1.5212342671538774,1.5602897485966913,1.514147570871912,1.5470654738497835,1.620736817476017,1.4934273498819475,1.6974210692873584,1.5423579290523113,1.5701550937083557,1.4911773323126067,1.7171761195052462,1.5420862412524527,1.5591892025510456,1.5366688090176497,1.732738111897898,1.5267289876570853,1.631105385521191,1.5606672101503973,1.5326214994110272,1.5509841547288825,1.536546627695362,1.5634257982683506,1.583415321810893,1.6469404837075434,1.452700076482315,1.5202051230612985,1.4550529942862127,1.5140118637414401,1.572456743029358,1.6488967101519525,1.4813161168381566,1.5327920230667607,1.4807040585386446,1.5424323088288754,1.491230887383928,1.5479508482859736,1.4956143722189483,1.5707123762672202,1.4754685703590813,1.5316168016897944,1.5150553676115233,1.5611880397554159
Mega Aerodactyl,Rock Throw,Rock Slide,50,0.9309500758924617,0.9754273341131271,0.9900522776494574,1.031146792380613,0.9831546381278707,1.036006141674737,1.025936881722509,1.071863580998782,0.9750540699960676,1.025879866299646,0.9394252653521366,0.9717290962074319,0.9442705601338668,0.9896998833867269,0.9385276966552307,0.9740281833905129,0.9399999619361555,0.9778639712389591,0.9900568546991645,1.0275216295051168,0.9430322707044697,0.9801953595118811,0.937046467858976,0.9838263267544963,0.9851236843105218,1.0292586541019113,1.0058126068493907,1.061390834390338,1.0308668262382708,1.0749790745825931,0.9484308587334027,1.0228318517496897,0.9585532341780434,1.0052558119248047,1.0426457881093385,1.0887584564479758,0.9848503842852873,1.0507044426657923,0.9701091736341569,1.0223741454319453,0.9683934929833136,1.0120016756266146,0.9987701452765892,1.0550445395304346,0.98447902462501,1.0179406967728135,0.9985711584123048,1.0444937067933013
Mewtwo,Psycho Cut or Confusion,Ice Beam,45,1.2260221050156213,1.3000897882646127,1.3723460897871944,1.4536464560528575,1.4606256052777764,1.5672560904668034,1.3769838047548157,1.4722141664894406,1.2931509848782754,1.3971865727665962,1.1973858294514281,1.276210835300874,1.2760309870511581,1.3711726786805793,1.2285822299091742,1.2979538215808026,1.3484193036980927,1.4332426779437148,1.2709388441192464,1.357431156375142,1.208869545747152,1.3041059083657534,1.2486337422880665,1.3294685601371459,1.2910476118098568,1.3751472432268117,1.3909446864832073,1.5185683560359564,1.3489772243351592,1.463193292118827,1.2621964216307031,1.375954461677345,1.2589850394731104,1.3536768875125398,1.1597820818141584,1.225104849417269,1.2917000163936008,1.378373947675484,1.2792194847379716,1.3622195902763934,1.2674788801228793,1.3616281505271242,1.3100429595087415,1.4028457471794478,1.2743242159300554,1.3725568835057886,1.39245865814965,1.5216112290138892
